{'timestamp': '183359.00', 'gps_qual': '4', 'latitude': '4433.9461680', 'age_gps_data': '1.34', 'lon_direction': 'W', 'antenna_altitude': '49.953', 'easting': 2279694.2763711074, 'geo_sep': '', 'northing': 103692.95295646042, 'lat_direction': 'N', 'lond': 123.273915395, 'longitude': '12316.4349237', 'latd': 44.565769466666666, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
{'timestamp': '183521.00', 'gps_qual': '4', 'latitude': '4433.9461525', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '49.940', 'easting': 2279694.2585816514, 'geo_sep': '', 'northing': 103692.92484516185, 'lat_direction': 'N', 'lond': 123.27391560666666, 'longitude': '12316.4349364', 'latd': 44.565769208333336, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183522.00', 'gps_qual': '4', 'latitude': '4433.9461530', 'age_gps_data': '0.04', 'lon_direction': 'W', 'antenna_altitude': '49.922', 'easting': 2279694.260333538, 'geo_sep': '', 'northing': 103692.92571151536, 'lat_direction': 'N', 'lond': 123.273915585, 'longitude': '12316.4349351', 'latd': 44.565769216666666, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183523.00', 'gps_qual': '4', 'latitude': '4433.9461528', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '49.938', 'easting': 2279694.264025658, 'geo_sep': '', 'northing': 103692.92521408666, 'lat_direction': 'N', 'lond': 123.27391553833333, 'longitude': '12316.4349323', 'latd': 44.56576921333333, 'geo_sep_units': '', 'ref_station_id': '0375*1D\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183524.00', 'gps_qual': '4', 'latitude': '4433.9461535', 'age_gps_data': '0.04', 'lon_direction': 'W', 'antenna_altitude': '49.944', 'easting': 2279694.2636732114, 'geo_sep': '', 'northing': 103692.92652332876, 'lat_direction': 'N', 'lond': 123.27391554333333, 'longitude': '12316.4349326', 'latd': 44.565769225, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183525.00', 'gps_qual': '4', 'latitude': '4433.9461517', 'age_gps_data': '0.34', 'lon_direction': 'W', 'antenna_altitude': '49.951', 'easting': 2279694.270439185, 'geo_sep': '', 'northing': 103692.9229554357, 'lat_direction': 'N', 'lond': 123.27391545666667, 'longitude': '12316.4349274', 'latd': 44.565769195, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183526.00', 'gps_qual': '4', 'latitude': '4433.9461526', 'age_gps_data': '1.34', 'lon_direction': 'W', 'antenna_altitude': '49.961', 'easting': 2279694.2695701937, 'geo_sep': '', 'northing': 103692.92465303186, 'lat_direction': 'N', 'lond': 123.27391546833333, 'longitude': '12316.4349281', 'latd': 44.56576921, 'geo_sep_units': '', 'ref_station_id': '0375*11\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183527.00', 'gps_qual': '4', 'latitude': '4433.9461536', 'age_gps_data': '0.34', 'lon_direction': 'W', 'antenna_altitude': '49.944', 'easting': 2279694.263547254, 'geo_sep': '', 'northing': 103692.92671296187, 'lat_direction': 'N', 'lond': 123.273915545, 'longitude': '12316.4349327', 'latd': 44.56576922666667, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183528.00', 'gps_qual': '4', 'latitude': '4433.9461521', 'age_gps_data': '1.34', 'lon_direction': 'W', 'antenna_altitude': '49.943', 'easting': 2279694.268876828, 'geo_sep': '', 'northing': 103692.92375032231, 'lat_direction': 'N', 'lond': 123.27391547666667, 'longitude': '12316.4349286', 'latd': 44.56576920166667, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183528.00', 'gps_qual': '4', 'latitude': '4433.9461521', 'age_gps_data': '1.34', 'lon_direction': 'W', 'antenna_altitude': '49.943', 'easting': 2279694.268876828, 'geo_sep': '', 'northing': 103692.92375032231, 'lat_direction': 'N', 'lond': 123.27391547666667, 'longitude': '12316.4349286', 'latd': 44.56576920166667, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183530.00', 'gps_qual': '4', 'latitude': '4433.9461498', 'age_gps_data': '1.24', 'lon_direction': 'W', 'antenna_altitude': '49.950', 'easting': 2279694.2778603747, 'geo_sep': '', 'northing': 103692.91917973198, 'lat_direction': 'N', 'lond': 123.27391536166667, 'longitude': '12316.4349217', 'latd': 44.565769163333336, 'geo_sep_units': '', 'ref_station_id': '0375*1E\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183531.00', 'gps_qual': '4', 'latitude': '4433.9461487', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '49.965', 'easting': 2279694.2804367533, 'geo_sep': '', 'northing': 103692.91705287807, 'lat_direction': 'N', 'lond': 123.27391532833333, 'longitude': '12316.4349197', 'latd': 44.565769145, 'geo_sep_units': '', 'ref_station_id': '0375*1D\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183532.00', 'gps_qual': '4', 'latitude': '4433.9461497', 'age_gps_data': '0.04', 'lon_direction': 'W', 'antenna_altitude': '49.950', 'easting': 2279694.2753400244, 'geo_sep': '', 'northing': 103692.91908099502, 'lat_direction': 'N', 'lond': 123.27391539333334, 'longitude': '12316.4349236', 'latd': 44.565769161666665, 'geo_sep_units': '', 'ref_station_id': '0375*13\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183533.00', 'gps_qual': '4', 'latitude': '4433.9461518', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '49.947', 'easting': 2279694.273091851, 'geo_sep': '', 'northing': 103692.9230496278, 'lat_direction': 'N', 'lond': 123.27391542333334, 'longitude': '12316.4349254', 'latd': 44.565769196666665, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183534.00', 'gps_qual': '4', 'latitude': '4433.9461481', 'age_gps_data': '0.04', 'lon_direction': 'W', 'antenna_altitude': '49.954', 'easting': 2279694.274047466, 'geo_sep': '', 'northing': 103692.91616050526, 'lat_direction': 'N', 'lond': 123.27391540833334, 'longitude': '12316.4349245', 'latd': 44.565769135, 'geo_sep_units': '', 'ref_station_id': '0375*12\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183535.00', 'gps_qual': '4', 'latitude': '4433.9461509', 'age_gps_data': '1.04', 'lon_direction': 'W', 'antenna_altitude': '49.943', 'easting': 2279694.2828259794, 'geo_sep': '', 'northing': 103692.92104753293, 'lat_direction': 'N', 'lond': 123.2739153, 'longitude': '12316.4349180', 'latd': 44.56576918166667, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183536.00', 'gps_qual': '4', 'latitude': '4433.9461530', 'age_gps_data': '0.06', 'lon_direction': 'W', 'antenna_altitude': '49.957', 'easting': 2279694.2789900205, 'geo_sep': '', 'northing': 103692.9250707021, 'lat_direction': 'N', 'lond': 123.27391535, 'longitude': '12316.4349210', 'latd': 44.565769216666666, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183536.00', 'gps_qual': '4', 'latitude': '4433.9461530', 'age_gps_data': '0.06', 'lon_direction': 'W', 'antenna_altitude': '49.957', 'easting': 2279694.2789900205, 'geo_sep': '', 'northing': 103692.9250707021, 'lat_direction': 'N', 'lond': 123.27391535, 'longitude': '12316.4349210', 'latd': 44.565769216666666, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183538.00', 'gps_qual': '4', 'latitude': '4433.9461493', 'age_gps_data': '1.47', 'lon_direction': 'W', 'antenna_altitude': '49.966', 'easting': 2279694.2857675166, 'geo_sep': '', 'northing': 103692.91798161063, 'lat_direction': 'N', 'lond': 123.27391526166667, 'longitude': '12316.4349157', 'latd': 44.565769155, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183539.00', 'gps_qual': '4', 'latitude': '4433.9461509', 'age_gps_data': '0.24', 'lon_direction': 'W', 'antenna_altitude': '49.953', 'easting': 2279694.280179671, 'geo_sep': '', 'northing': 103692.92113842722, 'lat_direction': 'N', 'lond': 123.27391533333333, 'longitude': '12316.4349200', 'latd': 44.56576918166667, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183540.00', 'gps_qual': '4', 'latitude': '4433.9461515', 'age_gps_data': '1.24', 'lon_direction': 'W', 'antenna_altitude': '49.968', 'easting': 2279694.279423922, 'geo_sep': '', 'northing': 103692.92227621935, 'lat_direction': 'N', 'lond': 123.27391534333333, 'longitude': '12316.4349206', 'latd': 44.56576919166667, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183541.00', 'gps_qual': '4', 'latitude': '4433.9461517', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '49.959', 'easting': 2279694.2814213666, 'geo_sep': '', 'northing': 103692.92257821932, 'lat_direction': 'N', 'lond': 123.27391531833334, 'longitude': '12316.4349191', 'latd': 44.565769195, 'geo_sep_units': '', 'ref_station_id': '0375*1C\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183542.00', 'gps_qual': '4', 'latitude': '4433.9461499', 'age_gps_data': '0.06', 'lon_direction': 'W', 'antenna_altitude': '49.967', 'easting': 2279694.280777674, 'geo_sep': '', 'northing': 103692.91926483158, 'lat_direction': 'N', 'lond': 123.273915325, 'longitude': '12316.4349195', 'latd': 44.565769165, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183543.00', 'gps_qual': '4', 'latitude': '4433.9461481', 'age_gps_data': '0.39', 'lon_direction': 'W', 'antenna_altitude': '49.964', 'easting': 2279694.288469852, 'geo_sep': '', 'northing': 103692.91566512547, 'lat_direction': 'N', 'lond': 123.27391522666667, 'longitude': '12316.4349136', 'latd': 44.565769135, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183544.00', 'gps_qual': '4', 'latitude': '4433.9461472', 'age_gps_data': '0.04', 'lon_direction': 'W', 'antenna_altitude': '49.968', 'easting': 2279694.2884126357, 'geo_sep': '', 'northing': 103692.91399934329, 'lat_direction': 'N', 'lond': 123.27391522666667, 'longitude': '12316.4349136', 'latd': 44.56576912, 'geo_sep_units': '', 'ref_station_id': '0375*11\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183545.00', 'gps_qual': '4', 'latitude': '4433.9461519', 'age_gps_data': '0.36', 'lon_direction': 'W', 'antenna_altitude': '49.968', 'easting': 2279694.283418816, 'geo_sep': '', 'northing': 103692.92288022209, 'lat_direction': 'N', 'lond': 123.27391529333333, 'longitude': '12316.4349176', 'latd': 44.565769198333335, 'geo_sep_units': '', 'ref_station_id': '0375*19\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183546.00', 'gps_qual': '4', 'latitude': '4433.9461534', 'age_gps_data': '1.36', 'lon_direction': 'W', 'antenna_altitude': '49.961', 'easting': 2279694.2811324974, 'geo_sep': '', 'northing': 103692.92573833372, 'lat_direction': 'N', 'lond': 123.27391532333333, 'longitude': '12316.4349194', 'latd': 44.565769223333334, 'geo_sep_units': '', 'ref_station_id': '0375*11\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183547.00', 'gps_qual': '4', 'latitude': '4433.9461529', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '49.963', 'easting': 2279694.2852024897, 'geo_sep': '', 'northing': 103692.92467201035, 'lat_direction': 'N', 'lond': 123.27391527166667, 'longitude': '12316.4349163', 'latd': 44.565769215, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183548.00', 'gps_qual': '4', 'latitude': '4433.9461534', 'age_gps_data': '1.40', 'lon_direction': 'W', 'antenna_altitude': '49.964', 'easting': 2279694.2837788058, 'geo_sep': '', 'northing': 103692.9256474385, 'lat_direction': 'N', 'lond': 123.27391529, 'longitude': '12316.4349174', 'latd': 44.565769223333334, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183549.00', 'gps_qual': '4', 'latitude': '4433.9461542', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '49.949', 'easting': 2279694.2847558726, 'geo_sep': '', 'northing': 103692.92709632032, 'lat_direction': 'N', 'lond': 123.27391527833333, 'longitude': '12316.4349167', 'latd': 44.56576923666667, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183550.00', 'gps_qual': '4', 'latitude': '4433.9461575', 'age_gps_data': '1.27', 'lon_direction': 'W', 'antenna_altitude': '49.949', 'easting': 2279694.2779529453, 'geo_sep': '', 'northing': 103692.93344506435, 'lat_direction': 'N', 'lond': 123.27391536666667, 'longitude': '12316.4349220', 'latd': 44.56576929166667, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183551.00', 'gps_qual': '4', 'latitude': '4433.9461528', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '49.959', 'easting': 2279694.285196132, 'geo_sep': '', 'northing': 103692.92448692303, 'lat_direction': 'N', 'lond': 123.27391527166667, 'longitude': '12316.4349163', 'latd': 44.56576921333333, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183552.00', 'gps_qual': '4', 'latitude': '4433.9461553', 'age_gps_data': '1.35', 'lon_direction': 'W', 'antenna_altitude': '49.964', 'easting': 2279694.2808563397, 'geo_sep': '', 'northing': 103692.92926861998, 'lat_direction': 'N', 'lond': 123.27391532833333, 'longitude': '12316.4349197', 'latd': 44.565769255, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183553.00', 'gps_qual': '4', 'latitude': '4433.9461513', 'age_gps_data': '0.22', 'lon_direction': 'W', 'antenna_altitude': '49.953', 'easting': 2279694.288805605, 'geo_sep': '', 'northing': 103692.92158336379, 'lat_direction': 'N', 'lond': 123.273915225, 'longitude': '12316.4349135', 'latd': 44.565769188333334, 'geo_sep_units': '', 'ref_station_id': '0375*1E\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183554.00', 'gps_qual': '4', 'latitude': '4433.9461532', 'age_gps_data': '1.22', 'lon_direction': 'W', 'antenna_altitude': '49.969', 'easting': 2279694.2866770336, 'geo_sep': '', 'northing': 103692.925177278, 'lat_direction': 'N', 'lond': 123.27391525333333, 'longitude': '12316.4349152', 'latd': 44.56576922, 'geo_sep_units': '', 'ref_station_id': '0375*13\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183555.00', 'gps_qual': '4', 'latitude': '4433.9461542', 'age_gps_data': '0.26', 'lon_direction': 'W', 'antenna_altitude': '49.961', 'easting': 2279694.2813156703, 'geo_sep': '', 'northing': 103692.92721448466, 'lat_direction': 'N', 'lond': 123.27391532166666, 'longitude': '12316.4349193', 'latd': 44.56576923666667, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183556.00', 'gps_qual': '4', 'latitude': '4433.9461543', 'age_gps_data': '0.02', 'lon_direction': 'W', 'antenna_altitude': '49.959', 'easting': 2279694.284894545, 'geo_sep': '', 'northing': 103692.92727686279, 'lat_direction': 'N', 'lond': 123.27391527666667, 'longitude': '12316.4349166', 'latd': 44.56576923833333, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183557.00', 'gps_qual': '4', 'latitude': '4433.9461525', 'age_gps_data': '0.36', 'lon_direction': 'W', 'antenna_altitude': '49.947', 'easting': 2279694.2899404187, 'geo_sep': '', 'northing': 103692.92376805097, 'lat_direction': 'N', 'lond': 123.27391521166666, 'longitude': '12316.4349127', 'latd': 44.565769208333336, 'geo_sep_units': '', 'ref_station_id': '0375*1C\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183558.00', 'gps_qual': '4', 'latitude': '4433.9461573', 'age_gps_data': '1.36', 'lon_direction': 'W', 'antenna_altitude': '49.957', 'easting': 2279694.28733463, 'geo_sep': '', 'northing': 103692.93275221158, 'lat_direction': 'N', 'lond': 123.27391524833334, 'longitude': '12316.4349149', 'latd': 44.565769288333335, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183559.00', 'gps_qual': '4', 'latitude': '4433.9461529', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '49.956', 'easting': 2279694.2855994366, 'geo_sep': '', 'northing': 103692.92465837579, 'lat_direction': 'N', 'lond': 123.27391526666666, 'longitude': '12316.4349160', 'latd': 44.565769215, 'geo_sep_units': '', 'ref_station_id': '0375*1D\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183600.00', 'gps_qual': '4', 'latitude': '4433.9461558', 'age_gps_data': '1.27', 'lon_direction': 'W', 'antenna_altitude': '49.965', 'easting': 2279694.283931383, 'geo_sep': '', 'northing': 103692.93008952681, 'lat_direction': 'N', 'lond': 123.27391529, 'longitude': '12316.4349174', 'latd': 44.56576926333334, 'geo_sep_units': '', 'ref_station_id': '0375*10\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183601.00', 'gps_qual': '4', 'latitude': '4433.9461532', 'age_gps_data': '0.21', 'lon_direction': 'W', 'antenna_altitude': '49.962', 'easting': 2279694.2950129067, 'geo_sep': '', 'northing': 103692.92489095777, 'lat_direction': 'N', 'lond': 123.27391514833333, 'longitude': '12316.4349089', 'latd': 44.56576922, 'geo_sep_units': '', 'ref_station_id': '0375*1E\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183602.00', 'gps_qual': '4', 'latitude': '4433.9461525', 'age_gps_data': '1.21', 'lon_direction': 'W', 'antenna_altitude': '49.975', 'easting': 2279694.2939098803, 'geo_sep': '', 'northing': 103692.92363170814, 'lat_direction': 'N', 'lond': 123.27391516166666, 'longitude': '12316.4349097', 'latd': 44.565769208333336, 'geo_sep_units': '', 'ref_station_id': '0375*13\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183603.00', 'gps_qual': '4', 'latitude': '4433.9461490', 'age_gps_data': '0.22', 'lon_direction': 'W', 'antenna_altitude': '49.969', 'easting': 2279694.2968629436, 'geo_sep': '', 'northing': 103692.91704458743, 'lat_direction': 'N', 'lond': 123.27391512166666, 'longitude': '12316.4349073', 'latd': 44.56576915, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183604.00', 'gps_qual': '4', 'latitude': '4433.9461517', 'age_gps_data': '1.22', 'lon_direction': 'W', 'antenna_altitude': '49.977', 'easting': 2279694.296637647, 'geo_sep': '', 'northing': 103692.92205557041, 'lat_direction': 'N', 'lond': 123.27391512666667, 'longitude': '12316.4349076', 'latd': 44.565769195, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183605.00', 'gps_qual': '4', 'latitude': '4433.9461522', 'age_gps_data': '0.26', 'lon_direction': 'W', 'antenna_altitude': '49.972', 'easting': 2279694.2964048022, 'geo_sep': '', 'northing': 103692.92299009487, 'lat_direction': 'N', 'lond': 123.27391513, 'longitude': '12316.4349078', 'latd': 44.56576920333333, 'geo_sep_units': '', 'ref_station_id': '0375*13\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183606.00', 'gps_qual': '4', 'latitude': '4433.9461541', 'age_gps_data': '1.26', 'lon_direction': 'W', 'antenna_altitude': '49.974', 'easting': 2279694.295202437, 'geo_sep': '', 'northing': 103692.9265521951, 'lat_direction': 'N', 'lond': 123.27391514666667, 'longitude': '12316.4349088', 'latd': 44.565769235, 'geo_sep_units': '', 'ref_station_id': '0375*1D\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183607.00', 'gps_qual': '4', 'latitude': '4433.9461501', 'age_gps_data': '0.39', 'lon_direction': 'W', 'antenna_altitude': '49.972', 'easting': 2279694.300373079, 'geo_sep': '', 'northing': 103692.91896238178, 'lat_direction': 'N', 'lond': 123.27391507833333, 'longitude': '12316.4349047', 'latd': 44.56576916833333, 'geo_sep_units': '', 'ref_station_id': '0375*12\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183608.00', 'gps_qual': '4', 'latitude': '4433.9461522', 'age_gps_data': '1.39', 'lon_direction': 'W', 'antenna_altitude': '49.984', 'easting': 2279694.3006388987, 'geo_sep': '', 'northing': 103692.92284466233, 'lat_direction': 'N', 'lond': 123.27391507666667, 'longitude': '12316.4349046', 'latd': 44.56576920333333, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183609.00', 'gps_qual': '4', 'latitude': '4433.9461530', 'age_gps_data': '0.28', 'lon_direction': 'W', 'antenna_altitude': '49.972', 'easting': 2279694.2916923054, 'geo_sep': '', 'northing': 103692.92463440355, 'lat_direction': 'N', 'lond': 123.27391519, 'longitude': '12316.4349114', 'latd': 44.565769216666666, 'geo_sep_units': '', 'ref_station_id': '0375*19\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183610.00', 'gps_qual': '4', 'latitude': '4433.9461543', 'age_gps_data': '1.28', 'lon_direction': 'W', 'antenna_altitude': '49.975', 'easting': 2279694.292436528, 'geo_sep': '', 'northing': 103692.92701781075, 'lat_direction': 'N', 'lond': 123.27391518166667, 'longitude': '12316.4349109', 'latd': 44.56576923833333, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183611.00', 'gps_qual': '4', 'latitude': '4433.9461490', 'age_gps_data': '0.24', 'lon_direction': 'W', 'antenna_altitude': '49.987', 'easting': 2279694.294745897, 'geo_sep': '', 'northing': 103692.91711730324, 'lat_direction': 'N', 'lond': 123.27391514833333, 'longitude': '12316.4349089', 'latd': 44.56576915, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183612.00', 'gps_qual': '4', 'latitude': '4433.9461503', 'age_gps_data': '1.24', 'lon_direction': 'W', 'antenna_altitude': '49.986', 'easting': 2279694.297342536, 'geo_sep': '', 'northing': 103692.91943708528, 'lat_direction': 'N', 'lond': 123.27391511666667, 'longitude': '12316.4349070', 'latd': 44.565769171666666, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183613.00', 'gps_qual': '4', 'latitude': '4433.9461506', 'age_gps_data': '0.23', 'lon_direction': 'W', 'antenna_altitude': '49.976', 'easting': 2279694.289951944, 'geo_sep': '', 'northing': 103692.9202468535, 'lat_direction': 'N', 'lond': 123.27391521, 'longitude': '12316.4349126', 'latd': 44.56576917666667, 'geo_sep_units': '', 'ref_station_id': '0375*19\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183614.00', 'gps_qual': '4', 'latitude': '4433.9461501', 'age_gps_data': '1.23', 'lon_direction': 'W', 'antenna_altitude': '49.982', 'easting': 2279694.29415425, 'geo_sep': '', 'northing': 103692.9191759862, 'lat_direction': 'N', 'lond': 123.27391515666666, 'longitude': '12316.4349094', 'latd': 44.56576916833333, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183615.00', 'gps_qual': '4', 'latitude': '4433.9461484', 'age_gps_data': '0.27', 'lon_direction': 'W', 'antenna_altitude': '49.976', 'easting': 2279694.292855336, 'geo_sep': '', 'northing': 103692.91607041005, 'lat_direction': 'N', 'lond': 123.27391517166667, 'longitude': '12316.4349103', 'latd': 44.56576914, 'geo_sep_units': '', 'ref_station_id': '0375*17\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183616.00', 'gps_qual': '4', 'latitude': '4433.9461500', 'age_gps_data': '1.27', 'lon_direction': 'W', 'antenna_altitude': '49.979', 'easting': 2279694.2929570535, 'geo_sep': '', 'northing': 103692.91903180163, 'lat_direction': 'N', 'lond': 123.27391517166667, 'longitude': '12316.4349103', 'latd': 44.56576916666667, 'geo_sep_units': '', 'ref_station_id': '0375*17\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
{'timestamp': '183617.00', 'gps_qual': '4', 'latitude': '4433.9461504', 'age_gps_data': '0.39', 'lon_direction': 'W', 'antenna_altitude': '49.980', 'easting': 2279694.290600806, 'geo_sep': '', 'northing': 103692.91985395551, 'lat_direction': 'N', 'lond': 123.27391520166667, 'longitude': '12316.4349121', 'latd': 44.56576917333334, 'geo_sep_units': '', 'ref_station_id': '0375*1A\r\n', 'num_sats': '06', 'horizontal_dil': '1.5', 'altitude_units': 'M'}
