3{'age_gps_data': '1.16', 'easting': 2279780.3795357593, 'latd': 44.56516829833333, 'lat_direction': 'N', 'timestamp': '185903.00', 'lond': 123.27280195333333, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681172', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9100979', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1562655652}
2{'age_gps_data': '0.10', 'easting': 2279780.8175376737, 'latd': 44.56516639833333, 'lat_direction': 'N', 'timestamp': '185906.00', 'lond': 123.272796345, 'gps_qual': '4', 'ref_station_id': '0375*1F\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677807', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9099839', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92997912131}
3{'age_gps_data': '0.19', 'easting': 2279780.376693557, 'latd': 44.565168281666665, 'lat_direction': 'N', 'timestamp': '185907.00', 'lond': 123.27280198833333, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681193', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9100969', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15451009851}
1{'age_gps_data': '0.13', 'easting': 2279781.261525656, 'latd': 44.56516450666667, 'lat_direction': 'N', 'timestamp': '185901.00', 'lond': 123.27279066166666, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674397', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9098704', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.7044137111}
2{'age_gps_data': '1.10', 'easting': 2279780.816144602, 'latd': 44.56516638, 'lat_direction': 'N', 'timestamp': '185907.00', 'lond': 123.27279636166666, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677817', 'antenna_altitude': '47.673', 'geo_sep': '', 'latitude': '4433.9099828', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92798859533}
3{'age_gps_data': '1.19', 'easting': 2279780.375024275, 'latd': 44.565168295, 'lat_direction': 'N', 'timestamp': '185908.00', 'lond': 123.27280201, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681206', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9100977', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15604985226}
1{'age_gps_data': '1.13', 'easting': 2279781.2614568872, 'latd': 44.56516452333334, 'lat_direction': 'N', 'timestamp': '185902.00', 'lond': 123.27279066333334, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674398', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9098714', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70626912545}
2{'age_gps_data': '0.24', 'easting': 2279780.819024935, 'latd': 44.56516640666667, 'lat_direction': 'N', 'timestamp': '185908.00', 'lond': 123.27279632666666, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677796', 'antenna_altitude': '47.668', 'geo_sep': '', 'latitude': '4433.9099844', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93085458595}
3{'age_gps_data': '0.35', 'easting': 2279780.376215127, 'latd': 44.565168295, 'lat_direction': 'N', 'timestamp': '185909.00', 'lond': 123.272801995, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681197', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9100977', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15600896627}
1{'age_gps_data': '0.27', 'easting': 2279781.2650230885, 'latd': 44.56516452166667, 'lat_direction': 'N', 'timestamp': '185903.00', 'lond': 123.27279061833333, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674371', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9098713', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70596137736}
2{'age_gps_data': '0.06', 'easting': 2279780.8196483916, 'latd': 44.56516639666667, 'lat_direction': 'N', 'timestamp': '185909.00', 'lond': 123.27279631833333, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677791', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9099838', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92972134706}
3{'age_gps_data': '0.17', 'easting': 2279780.3745140703, 'latd': 44.5651683, 'lat_direction': 'N', 'timestamp': '185910.00', 'lond': 123.27280201666666, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681210', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9100980', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.1566232862}
1{'age_gps_data': '0.12', 'easting': 2279781.2647521007, 'latd': 44.56516452, 'lat_direction': 'N', 'timestamp': '185904.00', 'lond': 123.27279062166667, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674373', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9098712', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70578537509}
2{'age_gps_data': '1.06', 'easting': 2279780.820064405, 'latd': 44.565166401666666, 'lat_direction': 'N', 'timestamp': '185910.00', 'lond': 123.27279631333333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677788', 'antenna_altitude': '47.671', 'geo_sep': '', 'latitude': '4433.9099841', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93026298098}
3{'age_gps_data': '0.05', 'easting': 2279780.377318145, 'latd': 44.56516830666666, 'lat_direction': 'N', 'timestamp': '185911.00', 'lond': 123.27280198166666, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681189', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9100984', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15726823267}
1{'age_gps_data': '0.46', 'easting': 2279781.2620930523, 'latd': 44.56516451666667, 'lat_direction': 'N', 'timestamp': '185905.00', 'lond': 123.272790655, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674393', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9098710', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70550606027}
2{'age_gps_data': '0.24', 'easting': 2279780.820738699, 'latd': 44.565166405, 'lat_direction': 'N', 'timestamp': '185911.00', 'lond': 123.272796305, 'gps_qual': '4', 'ref_station_id': '0375*10\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677783', 'antenna_altitude': '47.670', 'geo_sep': '', 'latitude': '4433.9099843', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93061043881}
3{'age_gps_data': '1.05', 'easting': 2279780.376814299, 'latd': 44.56516831333333, 'lat_direction': 'N', 'timestamp': '185912.00', 'lond': 123.27280198833333, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681193', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9100988', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15802675392}
1{'age_gps_data': '0.17', 'easting': 2279781.262603257, 'latd': 44.565164511666666, 'lat_direction': 'N', 'timestamp': '185906.00', 'lond': 123.27279064833333, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674389', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9098707', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70493262727}
2{'age_gps_data': '0.06', 'easting': 2279780.8200909584, 'latd': 44.56516644333333, 'lat_direction': 'N', 'timestamp': '185912.00', 'lond': 123.272796315, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677789', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9099866', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.9348946996}
3{'age_gps_data': '0.17', 'easting': 2279780.375811821, 'latd': 44.565168293333336, 'lat_direction': 'N', 'timestamp': '185913.00', 'lond': 123.272802, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681200', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9100976', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15583750792}
1{'age_gps_data': '1.17', 'easting': 2279781.2613615654, 'latd': 44.56516449833333, 'lat_direction': 'N', 'timestamp': '185907.00', 'lond': 123.27279066333334, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674398', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9098699', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70349281933}
2{'age_gps_data': '0.40', 'easting': 2279780.8206560863, 'latd': 44.565166383333334, 'lat_direction': 'N', 'timestamp': '185913.00', 'lond': 123.272796305, 'gps_qual': '4', 'ref_station_id': '0375*17\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677783', 'antenna_altitude': '47.673', 'geo_sep': '', 'latitude': '4433.9099830', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92820430733}
3{'age_gps_data': '1.17', 'easting': 2279780.375636153, 'latd': 44.565168316666664, 'lat_direction': 'N', 'timestamp': '185914.00', 'lond': 123.27280200333334, 'gps_qual': '4', 'ref_station_id': '0375*1D\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681202', 'antenna_altitude': '47.663', 'geo_sep': '', 'latitude': '4433.9100990', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15843781456}
1{'age_gps_data': '0.30', 'easting': 2279781.2632214916, 'latd': 44.565164535, 'lat_direction': 'N', 'timestamp': '185908.00', 'lond': 123.27279064166666, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674385', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9098721', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70750567596}
2{'age_gps_data': '0.12', 'easting': 2279780.8208328867, 'latd': 44.565166395, 'lat_direction': 'N', 'timestamp': '185914.00', 'lond': 123.27279630333334, 'gps_qual': '4', 'ref_station_id': '0375*16\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677782', 'antenna_altitude': '47.674', 'geo_sep': '', 'latitude': '4433.9099837', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92949537281}
3{'age_gps_data': '0.36', 'easting': 2279780.3765993672, 'latd': 44.565168291666666, 'lat_direction': 'N', 'timestamp': '185915.00', 'lond': 123.27280199, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681194', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9100975', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15562516265}
1{'age_gps_data': '0.13', 'easting': 2279781.26368721, 'latd': 44.56516451833333, 'lat_direction': 'N', 'timestamp': '185909.00', 'lond': 123.272790635, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674381', 'antenna_altitude': '47.661', 'geo_sep': '', 'latitude': '4433.9098711', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70563663263}
2{'age_gps_data': '0.02', 'easting': 2279780.821789746, 'latd': 44.56516636833334, 'lat_direction': 'N', 'timestamp': '185915.00', 'lond': 123.27279629, 'gps_qual': '4', 'ref_station_id': '0375*1E\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677774', 'antenna_altitude': '47.672', 'geo_sep': '', 'latitude': '4433.9099821', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92649763636}
3{'age_gps_data': '0.10', 'easting': 2279780.374496142, 'latd': 44.56516833, 'lat_direction': 'N', 'timestamp': '185916.00', 'lond': 123.27280201833334, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681211', 'antenna_altitude': '47.674', 'geo_sep': '', 'latitude': '4433.9100998', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15995939635}
1{'age_gps_data': '1.13', 'easting': 2279781.2626159666, 'latd': 44.565164515, 'lat_direction': 'N', 'timestamp': '185910.00', 'lond': 123.27279064833333, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674389', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9098709', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70530280191}
2{'age_gps_data': '0.39', 'easting': 2279780.8185898555, 'latd': 44.56516639666667, 'lat_direction': 'N', 'timestamp': '185916.00', 'lond': 123.27279633166667, 'gps_qual': '4', 'ref_station_id': '0375*1B\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677799', 'antenna_altitude': '47.677', 'geo_sep': '', 'latitude': '4433.9099838', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92975769099}
3{'age_gps_data': '0.49', 'easting': 2279780.376838582, 'latd': 44.565168285, 'lat_direction': 'N', 'timestamp': '185917.00', 'lond': 123.27280198666666, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681192', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9100971', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.15487572923}
1{'age_gps_data': '0.32', 'easting': 2279781.2630573986, 'latd': 44.56516452666666, 'lat_direction': 'N', 'timestamp': '185911.00', 'lond': 123.27279064333334, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674386', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9098716', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70658478327}
2{'age_gps_data': '0.18', 'easting': 2279780.821461565, 'latd': 44.56516635166667, 'lat_direction': 'N', 'timestamp': '185917.00', 'lond': 123.27279629333333, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677776', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9099811', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92465585098}
3{'age_gps_data': '0.13', 'easting': 2279780.3767963666, 'latd': 44.56516834333333, 'lat_direction': 'N', 'timestamp': '185918.00', 'lond': 123.27280199, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681194', 'antenna_altitude': '47.657', 'geo_sep': '', 'latitude': '4433.9101006', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16136286315}
1{'age_gps_data': '0.11', 'easting': 2279781.2622074387, 'latd': 44.565164546666665, 'lat_direction': 'N', 'timestamp': '185912.00', 'lond': 123.272790655, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674393', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9098728', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70883762836}
2{'age_gps_data': '1.18', 'easting': 2279780.8230377915, 'latd': 44.565166383333334, 'lat_direction': 'N', 'timestamp': '185918.00', 'lond': 123.272796275, 'gps_qual': '4', 'ref_station_id': '0375*1A\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677765', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9099830', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.92812253255}
3{'age_gps_data': '1.13', 'easting': 2279780.3771933173, 'latd': 44.56516834333333, 'lat_direction': 'N', 'timestamp': '185919.00', 'lond': 123.272801985, 'gps_qual': '4', 'ref_station_id': '0375*19\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681191', 'antenna_altitude': '47.660', 'geo_sep': '', 'latitude': '4433.9101006', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16134923417}
1{'age_gps_data': '0.47', 'easting': 2279781.2627037996, 'latd': 44.565164503333335, 'lat_direction': 'N', 'timestamp': '185913.00', 'lond': 123.27279064666666, 'gps_qual': '4', 'ref_station_id': '0375*15\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674388', 'antenna_altitude': '47.664', 'geo_sep': '', 'latitude': '4433.9098702', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70400264952}
2{'age_gps_data': '0.38', 'easting': 2279780.819793418, 'latd': 44.5651664, 'lat_direction': 'N', 'timestamp': '185919.00', 'lond': 123.27279631666667, 'gps_qual': '4', 'ref_station_id': '0375*1C\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677790', 'antenna_altitude': '47.669', 'geo_sep': '', 'latitude': '4433.9099840', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93008697964}
3{'age_gps_data': '0.34', 'easting': 2279780.3773446986, 'latd': 44.56516834833333, 'lat_direction': 'N', 'timestamp': '185920.00', 'lond': 123.27280198333334, 'gps_qual': '4', 'ref_station_id': '0375*12\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681190', 'antenna_altitude': '47.658', 'geo_sep': '', 'latitude': '4433.9101009', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16189995129}
1{'age_gps_data': '0.09', 'easting': 2279781.2626413857, 'latd': 44.56516452166667, 'lat_direction': 'N', 'timestamp': '185914.00', 'lond': 123.27279064833333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674389', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9098713', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70604315028}
2{'age_gps_data': '0.13', 'easting': 2279780.8203544575, 'latd': 44.56516640833333, 'lat_direction': 'N', 'timestamp': '185920.00', 'lond': 123.27279631, 'gps_qual': '4', 'ref_station_id': '0375*13\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677786', 'antenna_altitude': '47.667', 'geo_sep': '', 'latitude': '4433.9099845', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93099424243}
3{'age_gps_data': '0.15', 'easting': 2279780.376506314, 'latd': 44.565168336666666, 'lat_direction': 'N', 'timestamp': '185921.00', 'lond': 123.27280199333333, 'gps_qual': '4', 'ref_station_id': '0375*14\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3681196', 'antenna_altitude': '47.662', 'geo_sep': '', 'latitude': '4433.9101002', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103623.16063160077}
1{'age_gps_data': '1.09', 'easting': 2279781.262571483, 'latd': 44.565164503333335, 'lat_direction': 'N', 'timestamp': '185915.00', 'lond': 123.27279064833333, 'gps_qual': '4', 'ref_station_id': '0375*18\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3674389', 'antenna_altitude': '47.665', 'geo_sep': '', 'latitude': '4433.9098702', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.70400719251}
2{'age_gps_data': '1.13', 'easting': 2279780.8196611013, 'latd': 44.5651664, 'lat_direction': 'N', 'timestamp': '185921.00', 'lond': 123.27279631833333, 'gps_qual': '4', 'ref_station_id': '0375*11\r\n', 'geo_sep_units': '', 'lon_direction': 'W', 'longitude': '12316.3677791', 'antenna_altitude': '47.666', 'geo_sep': '', 'latitude': '4433.9099840', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M', 'northing': 103622.93009152263}
