3{'timestamp': '183400.00', 'gps_qual': '4', 'latitude': '4433.9703911', 'age_gps_data': '0.16', 'lon_direction': 'W', 'antenna_altitude': '48.322', 'easting': 2279805.1096222373, 'geo_sep': '', 'northing': 103734.0336912442, 'lat_direction': 'N', 'lond': 123.27253871, 'longitude': '12316.3523226', 'latd': 44.566173185, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183403.00', 'gps_qual': '4', 'latitude': '4433.9702533', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '48.353', 'easting': 2279805.5429292936, 'geo_sep': '', 'northing': 103733.76346478425, 'lat_direction': 'N', 'lond': 123.27253314166667, 'longitude': '12316.3519885', 'latd': 44.56617088833333, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183404.00', 'gps_qual': '4', 'latitude': '4433.9703934', 'age_gps_data': '0.19', 'lon_direction': 'W', 'antenna_altitude': '48.328', 'easting': 2279805.1065928354, 'geo_sep': '', 'northing': 103734.03805726673, 'lat_direction': 'N', 'lond': 123.27253875, 'longitude': '12316.3523250', 'latd': 44.56617322333334, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183401.00', 'gps_qual': '4', 'latitude': '4433.9701290', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '48.332', 'easting': 2279805.964391998, 'geo_sep': '', 'northing': 103733.51866118796, 'lat_direction': 'N', 'lond': 123.27252773333333, 'longitude': '12316.3516640', 'latd': 44.56616881666667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183404.00', 'gps_qual': '4', 'latitude': '4433.9702532', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '48.342', 'easting': 2279805.5369687807, 'geo_sep': '', 'northing': 103733.76348410826, 'lat_direction': 'N', 'lond': 123.27253321666667, 'longitude': '12316.3519930', 'latd': 44.56617088666667, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183405.00', 'gps_qual': '4', 'latitude': '4433.9703922', 'age_gps_data': '0.50', 'lon_direction': 'W', 'antenna_altitude': '48.341', 'easting': 2279805.1078397282, 'geo_sep': '', 'northing': 103734.03579079732, 'lat_direction': 'N', 'lond': 123.27253873333333, 'longitude': '12316.3523240', 'latd': 44.566173203333335, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183402.00', 'gps_qual': '4', 'latitude': '4433.9701286', 'age_gps_data': '0.19', 'lon_direction': 'W', 'antenna_altitude': '48.338', 'easting': 2279805.964234267, 'geo_sep': '', 'northing': 103733.51792538259, 'lat_direction': 'N', 'lond': 123.272527735, 'longitude': '12316.3516641', 'latd': 44.56616881, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183405.00', 'gps_qual': '4', 'latitude': '4433.9702552', 'age_gps_data': '0.16', 'lon_direction': 'W', 'antenna_altitude': '48.348', 'easting': 2279805.5430500233, 'geo_sep': '', 'northing': 103733.76698143687, 'lat_direction': 'N', 'lond': 123.27253314166667, 'longitude': '12316.3519885', 'latd': 44.56617092, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183406.00', 'gps_qual': '4', 'latitude': '4433.9703893', 'age_gps_data': '0.28', 'lon_direction': 'W', 'antenna_altitude': '48.334', 'easting': 2279805.1088462886, 'geo_sep': '', 'northing': 103734.03038239013, 'lat_direction': 'N', 'lond': 123.27253871833334, 'longitude': '12316.3523231', 'latd': 44.566173155, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183403.00', 'gps_qual': '4', 'latitude': '4433.9701294', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.349', 'easting': 2279805.9689161098, 'geo_sep': '', 'northing': 103733.5192470923, 'lat_direction': 'N', 'lond': 123.27252767666667, 'longitude': '12316.3516606', 'latd': 44.566168823333335, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183406.00', 'gps_qual': '4', 'latitude': '4433.9702526', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.341', 'easting': 2279805.542884814, 'geo_sep': '', 'northing': 103733.76216917392, 'lat_direction': 'N', 'lond': 123.27253314166667, 'longitude': '12316.3519885', 'latd': 44.56617087666667, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183407.00', 'gps_qual': '4', 'latitude': '4433.9703893', 'age_gps_data': '0.61', 'lon_direction': 'W', 'antenna_altitude': '48.337', 'easting': 2279805.1087139742, 'geo_sep': '', 'northing': 103734.0303869322, 'lat_direction': 'N', 'lond': 123.27253872, 'longitude': '12316.3523232', 'latd': 44.566173155, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183404.00', 'gps_qual': '4', 'latitude': '4433.9701288', 'age_gps_data': '0.20', 'lon_direction': 'W', 'antenna_altitude': '48.338', 'easting': 2279805.9643792897, 'geo_sep': '', 'northing': 103733.51829101332, 'lat_direction': 'N', 'lond': 123.27252773333333, 'longitude': '12316.3516640', 'latd': 44.566168813333334, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183407.00', 'gps_qual': '4', 'latitude': '4433.9702538', 'age_gps_data': '0.18', 'lon_direction': 'W', 'antenna_altitude': '48.347', 'easting': 2279805.5441518957, 'geo_sep': '', 'northing': 103733.76434933674, 'lat_direction': 'N', 'lond': 123.27253312666667, 'longitude': '12316.3519876', 'latd': 44.56617089666667, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183408.00', 'gps_qual': '4', 'latitude': '4433.9703873', 'age_gps_data': '0.26', 'lon_direction': 'W', 'antenna_altitude': '48.335', 'easting': 2279805.1052790247, 'geo_sep': '', 'northing': 103734.0267987512, 'lat_direction': 'N', 'lond': 123.27253876166667, 'longitude': '12316.3523257', 'latd': 44.566173121666665, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
2{'timestamp': '183408.00', 'gps_qual': '4', 'latitude': '4433.9702528', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '48.347', 'easting': 2279805.541839004, 'geo_sep': '', 'northing': 103733.76257568877, 'lat_direction': 'N', 'lond': 123.272533155, 'longitude': '12316.3519893', 'latd': 44.56617088, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183408.00', 'gps_qual': '4', 'latitude': '4433.9702528', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '48.347', 'easting': 2279805.541839004, 'geo_sep': '', 'northing': 103733.76257568877, 'lat_direction': 'N', 'lond': 123.272533155, 'longitude': '12316.3519893', 'latd': 44.56617088, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183409.00', 'gps_qual': '4', 'latitude': '4433.9703872', 'age_gps_data': '0.60', 'lon_direction': 'W', 'antenna_altitude': '48.343', 'easting': 2279805.1061988743, 'geo_sep': '', 'northing': 103734.0265818676, 'lat_direction': 'N', 'lond': 123.27253875, 'longitude': '12316.3523250', 'latd': 44.56617312, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183406.00', 'gps_qual': '4', 'latitude': '4433.9701268', 'age_gps_data': '0.20', 'lon_direction': 'W', 'antenna_altitude': '48.342', 'easting': 2279805.9675600706, 'geo_sep': '', 'northing': 103733.51447570976, 'lat_direction': 'N', 'lond': 123.27252769166667, 'longitude': '12316.3516615', 'latd': 44.56616878, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183409.00', 'gps_qual': '4', 'latitude': '4433.9702532', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '48.349', 'easting': 2279805.540805906, 'geo_sep': '', 'northing': 103733.76335237734, 'lat_direction': 'N', 'lond': 123.27253316833334, 'longitude': '12316.3519901', 'latd': 44.56617088666667, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183410.00', 'gps_qual': '4', 'latitude': '4433.9703856', 'age_gps_data': '0.18', 'lon_direction': 'W', 'antenna_altitude': '48.332', 'easting': 2279805.105567947, 'geo_sep': '', 'northing': 103734.02363864332, 'lat_direction': 'N', 'lond': 123.27253875666666, 'longitude': '12316.3523254', 'latd': 44.56617309333333, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183407.00', 'gps_qual': '4', 'latitude': '4433.9701268', 'age_gps_data': '0.57', 'lon_direction': 'W', 'antenna_altitude': '48.346', 'easting': 2279805.967824699, 'geo_sep': '', 'northing': 103733.51446662564, 'lat_direction': 'N', 'lond': 123.27252768833333, 'longitude': '12316.3516613', 'latd': 44.56616878, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183410.00', 'gps_qual': '4', 'latitude': '4433.9702512', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '48.344', 'easting': 2279805.536974011, 'geo_sep': '', 'northing': 103733.75977782253, 'lat_direction': 'N', 'lond': 123.272533215, 'longitude': '12316.3519929', 'latd': 44.56617085333333, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183411.00', 'gps_qual': '4', 'latitude': '4433.9703820', 'age_gps_data': '0.60', 'lon_direction': 'W', 'antenna_altitude': '48.337', 'easting': 2279805.1050745654, 'geo_sep': '', 'northing': 103734.01698459126, 'lat_direction': 'N', 'lond': 123.27253876, 'longitude': '12316.3523256', 'latd': 44.566173033333335, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183411.00', 'gps_qual': '4', 'latitude': '4433.9702492', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '48.348', 'easting': 2279805.5410809945, 'geo_sep': '', 'northing': 103733.7559307199, 'lat_direction': 'N', 'lond': 123.27253316166667, 'longitude': '12316.3519897', 'latd': 44.566170819999996, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183411.00', 'gps_qual': '4', 'latitude': '4433.9702492', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '48.348', 'easting': 2279805.5410809945, 'geo_sep': '', 'northing': 103733.7559307199, 'lat_direction': 'N', 'lond': 123.27253316166667, 'longitude': '12316.3519897', 'latd': 44.566170819999996, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183412.00', 'gps_qual': '4', 'latitude': '4433.9703874', 'age_gps_data': '0.20', 'lon_direction': 'W', 'antenna_altitude': '48.326', 'easting': 2279805.105417693, 'geo_sep': '', 'northing': 103734.02697929647, 'lat_direction': 'N', 'lond': 123.27253876, 'longitude': '12316.3523256', 'latd': 44.566173123333336, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183409.00', 'gps_qual': '4', 'latitude': '4433.9701272', 'age_gps_data': '0.63', 'lon_direction': 'W', 'antenna_altitude': '48.352', 'easting': 2279805.9662623415, 'geo_sep': '', 'northing': 103733.51526148338, 'lat_direction': 'N', 'lond': 123.27252770833333, 'longitude': '12316.3516625', 'latd': 44.566168786666665, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183412.00', 'gps_qual': '4', 'latitude': '4433.9702540', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '48.334', 'easting': 2279805.53887202, 'geo_sep': '', 'northing': 103733.76490121055, 'lat_direction': 'N', 'lond': 123.27253319333333, 'longitude': '12316.3519916', 'latd': 44.5661709, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183413.00', 'gps_qual': '4', 'latitude': '4433.9703882', 'age_gps_data': '0.57', 'lon_direction': 'W', 'antenna_altitude': '48.331', 'easting': 2279805.106262416, 'geo_sep': '', 'northing': 103734.02843273804, 'lat_direction': 'N', 'lond': 123.27253875, 'longitude': '12316.3523250', 'latd': 44.56617313666667, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
2{'timestamp': '183413.00', 'gps_qual': '4', 'latitude': '4433.9702519', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '48.346', 'easting': 2279805.539532469, 'geo_sep': '', 'northing': 103733.7609871272, 'lat_direction': 'N', 'lond': 123.27253318333334, 'longitude': '12316.3519910', 'latd': 44.566170865, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183413.00', 'gps_qual': '4', 'latitude': '4433.9702519', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '48.346', 'easting': 2279805.539532469, 'geo_sep': '', 'northing': 103733.7609871272, 'lat_direction': 'N', 'lond': 123.27253318333334, 'longitude': '12316.3519910', 'latd': 44.566170865, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183414.00', 'gps_qual': '4', 'latitude': '4433.9703867', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '48.333', 'easting': 2279805.106299417, 'geo_sep': '', 'northing': 103734.02565188799, 'lat_direction': 'N', 'lond': 123.27253874833333, 'longitude': '12316.3523249', 'latd': 44.566173111666664, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183411.00', 'gps_qual': '4', 'latitude': '4433.9701224', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.345', 'easting': 2279805.964766509, 'geo_sep': '', 'northing': 103733.50641818438, 'lat_direction': 'N', 'lond': 123.27252772333334, 'longitude': '12316.3516634', 'latd': 44.566168706666666, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183414.00', 'gps_qual': '4', 'latitude': '4433.9702526', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '48.343', 'easting': 2279805.543017131, 'geo_sep': '', 'northing': 103733.76216463093, 'lat_direction': 'N', 'lond': 123.27253314, 'longitude': '12316.3519884', 'latd': 44.56617087666667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183415.00', 'gps_qual': '4', 'latitude': '4433.9703909', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '48.331', 'easting': 2279805.1063016634, 'geo_sep': '', 'northing': 103734.03343463223, 'lat_direction': 'N', 'lond': 123.27253875166667, 'longitude': '12316.3523251', 'latd': 44.56617318166667, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183412.00', 'gps_qual': '4', 'latitude': '4433.9701267', 'age_gps_data': '0.26', 'lon_direction': 'W', 'antenna_altitude': '48.334', 'easting': 2279805.963848906, 'geo_sep': '', 'northing': 103733.5144178113, 'lat_direction': 'N', 'lond': 123.27252773833334, 'longitude': '12316.3516643', 'latd': 44.566168778333335, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183415.00', 'gps_qual': '4', 'latitude': '4433.9702545', 'age_gps_data': '0.16', 'lon_direction': 'W', 'antenna_altitude': '48.340', 'easting': 2279805.5431378605, 'geo_sep': '', 'northing': 103733.76568128727, 'lat_direction': 'N', 'lond': 123.27253314, 'longitude': '12316.3519884', 'latd': 44.56617090833333, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183416.00', 'gps_qual': '4', 'latitude': '4433.9703922', 'age_gps_data': '0.28', 'lon_direction': 'W', 'antenna_altitude': '48.332', 'easting': 2279805.1087659323, 'geo_sep': '', 'northing': 103734.03575900011, 'lat_direction': 'N', 'lond': 123.27253872166666, 'longitude': '12316.3523233', 'latd': 44.566173203333335, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183413.00', 'gps_qual': '4', 'latitude': '4433.9701273', 'age_gps_data': '0.57', 'lon_direction': 'W', 'antenna_altitude': '48.342', 'easting': 2279805.9646809185, 'geo_sep': '', 'northing': 103733.51550108008, 'lat_direction': 'N', 'lond': 123.27252772833333, 'longitude': '12316.3516637', 'latd': 44.566168788333336, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183416.00', 'gps_qual': '4', 'latitude': '4433.9702550', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.342', 'easting': 2279805.5452866624, 'geo_sep': '', 'northing': 103733.76653404254, 'lat_direction': 'N', 'lond': 123.27253311333334, 'longitude': '12316.3519868', 'latd': 44.566170916666664, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183417.00', 'gps_qual': '4', 'latitude': '4433.9703898', 'age_gps_data': '0.62', 'lon_direction': 'W', 'antenna_altitude': '48.330', 'easting': 2279805.1059671384, 'geo_sep': '', 'northing': 103734.03140775952, 'lat_direction': 'N', 'lond': 123.272538755, 'longitude': '12316.3523253', 'latd': 44.56617316333333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183414.00', 'gps_qual': '4', 'latitude': '4433.9701266', 'age_gps_data': '0.19', 'lon_direction': 'W', 'antenna_altitude': '48.341', 'easting': 2279805.9655626407, 'geo_sep': '', 'northing': 103733.51417367253, 'lat_direction': 'N', 'lond': 123.27252771666667, 'longitude': '12316.3516630', 'latd': 44.566168776666665, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183417.00', 'gps_qual': '4', 'latitude': '4433.9702533', 'age_gps_data': '0.18', 'lon_direction': 'W', 'antenna_altitude': '48.341', 'easting': 2279805.5422677207, 'geo_sep': '', 'northing': 103733.76348749641, 'lat_direction': 'N', 'lond': 123.27253315, 'longitude': '12316.3519890', 'latd': 44.56617088833333, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183418.00', 'gps_qual': '4', 'latitude': '4433.9703908', 'age_gps_data': '0.26', 'lon_direction': 'W', 'antenna_altitude': '48.331', 'easting': 2279805.1057660505, 'geo_sep': '', 'northing': 103734.03326771501, 'lat_direction': 'N', 'lond': 123.27253875833334, 'longitude': '12316.3523255', 'latd': 44.56617318, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '07', 'horizontal_dil': '1.4', 'altitude_units': 'M'}
1{'timestamp': '183415.00', 'gps_qual': '4', 'latitude': '4433.9701285', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '48.337', 'easting': 2279805.964360227, 'geo_sep': '', 'northing': 103733.51773575228, 'lat_direction': 'N', 'lond': 123.27252773333333, 'longitude': '12316.3516640', 'latd': 44.56616880833333, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
