2{'timestamp': '195849.00', 'gps_qual': '1', 'latitude': '4433.9751648', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '58.115', 'easting': 2279711.7441462968, 'geo_sep': '', 'northing': 103746.0856173383, 'lat_direction': 'N', 'lond': 123.27371858666666, 'longitude': '12316.4231152', 'latd': 44.56625274666666, 'geo_sep_units': '', 'ref_station_id': '*05\r\n', 'num_sats': '13', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '195847.00', 'gps_qual': '2', 'latitude': '4433.9720925', 'age_gps_data': '0.35', 'lon_direction': 'W', 'antenna_altitude': '51.432', 'easting': 2279713.543483654, 'geo_sep': '', 'northing': 103740.33068227302, 'lat_direction': 'N', 'lond': 123.27369346166667, 'longitude': '12316.4216077', 'latd': 44.566201541666665, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195853.00', 'gps_qual': '1', 'latitude': '4433.9736566', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '56.910', 'easting': 2279711.4236013712, 'geo_sep': '', 'northing': 103743.3018514188, 'lat_direction': 'N', 'lond': 123.27372141666666, 'longitude': '12316.4232850', 'latd': 44.56622761, 'geo_sep_units': '', 'ref_station_id': '*05\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
3{'timestamp': '195848.00', 'gps_qual': '2', 'latitude': '4433.9720967', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '51.520', 'easting': 2279713.5635978156, 'geo_sep': '', 'northing': 103740.33777427208, 'lat_direction': 'N', 'lond': 123.27369321166667, 'longitude': '12316.4215927', 'latd': 44.56620161166666, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '195848.00', 'gps_qual': '2', 'latitude': '4433.9720967', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '51.520', 'easting': 2279713.5635978156, 'geo_sep': '', 'northing': 103740.33777427208, 'lat_direction': 'N', 'lond': 123.27369321166667, 'longitude': '12316.4215927', 'latd': 44.56620161166666, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '195854.00', 'gps_qual': '1', 'latitude': '4433.9737452', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.174', 'easting': 2279711.4003890594, 'geo_sep': '', 'northing': 103743.46682919655, 'lat_direction': 'N', 'lond': 123.27372178, 'longitude': '12316.4233068', 'latd': 44.56622908666667, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195849.00', 'gps_qual': '1', 'latitude': '4433.9754383', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '60.242', 'easting': 2279711.2904933398, 'geo_sep': '', 'northing': 103746.60800844058, 'lat_direction': 'N', 'lond': 123.27372452, 'longitude': '12316.4234712', 'latd': 44.566257305, 'geo_sep_units': '', 'ref_station_id': '*04\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195849.00', 'gps_qual': '1', 'latitude': '4433.9754383', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '60.242', 'easting': 2279711.2904933398, 'geo_sep': '', 'northing': 103746.60800844058, 'lat_direction': 'N', 'lond': 123.27372452, 'longitude': '12316.4234712', 'latd': 44.566257305, 'geo_sep_units': '', 'ref_station_id': '*04\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195855.00', 'gps_qual': '1', 'latitude': '4433.9740089', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '55.083', 'easting': 2279711.9696972696, 'geo_sep': '', 'northing': 103743.93592618406, 'lat_direction': 'N', 'lond': 123.27371482, 'longitude': '12316.4228892', 'latd': 44.566233481666664, 'geo_sep_units': '', 'ref_station_id': '*05\r\n', 'num_sats': '15', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195850.00', 'gps_qual': '1', 'latitude': '4433.9754314', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '60.317', 'easting': 2279711.3469498875, 'geo_sep': '', 'northing': 103746.59328333661, 'lat_direction': 'N', 'lond': 123.27372380333334, 'longitude': '12316.4234282', 'latd': 44.56625719, 'geo_sep_units': '', 'ref_station_id': '*0F\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
1{'timestamp': '195850.00', 'gps_qual': '1', 'latitude': '4433.9754314', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '60.317', 'easting': 2279711.3469498875, 'geo_sep': '', 'northing': 103746.59328333661, 'lat_direction': 'N', 'lond': 123.27372380333334, 'longitude': '12316.4234282', 'latd': 44.56625719, 'geo_sep_units': '', 'ref_station_id': '*0F\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195856.00', 'gps_qual': '1', 'latitude': '4433.9746751', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '58.600', 'easting': 2279711.7978299973, 'geo_sep': '', 'northing': 103745.17633326817, 'lat_direction': 'N', 'lond': 123.27371751833333, 'longitude': '12316.4230511', 'latd': 44.566244585, 'geo_sep_units': '', 'ref_station_id': '*0D\r\n', 'num_sats': '15', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195856.00', 'gps_qual': '1', 'latitude': '4433.9746751', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '58.600', 'easting': 2279711.7978299973, 'geo_sep': '', 'northing': 103745.17633326817, 'lat_direction': 'N', 'lond': 123.27371751833333, 'longitude': '12316.4230511', 'latd': 44.566244585, 'geo_sep_units': '', 'ref_station_id': '*0D\r\n', 'num_sats': '15', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
1{'timestamp': '195851.00', 'gps_qual': '1', 'latitude': '4433.9749774', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.326', 'easting': 2279711.7594901957, 'geo_sep': '', 'northing': 103745.73782812804, 'lat_direction': 'N', 'lond': 123.27371824333333, 'longitude': '12316.4230946', 'latd': 44.566249623333334, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195857.00', 'gps_qual': '1', 'latitude': '4433.9751218', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.199', 'easting': 2279711.3506884794, 'geo_sep': '', 'northing': 103746.01944958139, 'lat_direction': 'N', 'lond': 123.27372350833333, 'longitude': '12316.4234105', 'latd': 44.56625203, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195857.00', 'gps_qual': '1', 'latitude': '4433.9751218', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.199', 'easting': 2279711.3506884794, 'geo_sep': '', 'northing': 103746.01944958139, 'lat_direction': 'N', 'lond': 123.27372350833333, 'longitude': '12316.4234105', 'latd': 44.56625203, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
1{'timestamp': '195852.00', 'gps_qual': '1', 'latitude': '4433.9749109', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.041', 'easting': 2279711.806733142, 'geo_sep': '', 'northing': 103745.61297748797, 'lat_direction': 'N', 'lond': 123.273717595, 'longitude': '12316.4230557', 'latd': 44.566248515, 'geo_sep_units': '', 'ref_station_id': '*0F\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195858.00', 'gps_qual': '1', 'latitude': '4433.9739591', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '57.807', 'easting': 2279711.327849838, 'geo_sep': '', 'northing': 103743.86568873376, 'lat_direction': 'N', 'lond': 123.273722865, 'longitude': '12316.4233719', 'latd': 44.56623265166667, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '12', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '195853.00', 'gps_qual': '1', 'latitude': '4433.9748928', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.067', 'easting': 2279711.869093442, 'geo_sep': '', 'northing': 103745.57729542255, 'lat_direction': 'N', 'lond': 123.273716795, 'longitude': '12316.4230077', 'latd': 44.56624821333333, 'geo_sep_units': '', 'ref_station_id': '*07\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195853.00', 'gps_qual': '1', 'latitude': '4433.9748928', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.067', 'easting': 2279711.869093442, 'geo_sep': '', 'northing': 103745.57729542255, 'lat_direction': 'N', 'lond': 123.273716795, 'longitude': '12316.4230077', 'latd': 44.56624821333333, 'geo_sep_units': '', 'ref_station_id': '*07\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195859.00', 'gps_qual': '1', 'latitude': '4433.9748207', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '64.658', 'easting': 2279709.6106668953, 'geo_sep': '', 'northing': 103745.52125754021, 'lat_direction': 'N', 'lond': 123.273745185, 'longitude': '12316.4247111', 'latd': 44.56624701166667, 'geo_sep_units': '', 'ref_station_id': '*0F\r\n', 'num_sats': '16', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195854.00', 'gps_qual': '1', 'latitude': '4433.9749135', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.210', 'easting': 2279711.916454727, 'geo_sep': '', 'northing': 103745.61402697861, 'lat_direction': 'N', 'lond': 123.273716215, 'longitude': '12316.4229729', 'latd': 44.566248558333335, 'geo_sep_units': '', 'ref_station_id': '*03\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
1{'timestamp': '195854.00', 'gps_qual': '1', 'latitude': '4433.9749135', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.210', 'easting': 2279711.916454727, 'geo_sep': '', 'northing': 103745.61402697861, 'lat_direction': 'N', 'lond': 123.273716215, 'longitude': '12316.4229729', 'latd': 44.566248558333335, 'geo_sep_units': '', 'ref_station_id': '*03\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195900.00', 'gps_qual': '2', 'latitude': '4433.9733585', 'age_gps_data': '0.21', 'lon_direction': 'W', 'antenna_altitude': '55.643', 'easting': 2279711.543713858, 'geo_sep': '', 'northing': 103742.74533085246, 'lat_direction': 'N', 'lond': 123.273719665, 'longitude': '12316.4231799', 'latd': 44.56622264166667, 'geo_sep_units': '', 'ref_station_id': '0375*13\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195900.00', 'gps_qual': '2', 'latitude': '4433.9733585', 'age_gps_data': '0.21', 'lon_direction': 'W', 'antenna_altitude': '55.643', 'easting': 2279711.543713858, 'geo_sep': '', 'northing': 103742.74533085246, 'lat_direction': 'N', 'lond': 123.273719665, 'longitude': '12316.4231799', 'latd': 44.56622264166667, 'geo_sep_units': '', 'ref_station_id': '0375*13\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195855.00', 'gps_qual': '1', 'latitude': '4433.9749232', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.355', 'easting': 2279711.9787298497, 'geo_sep': '', 'northing': 103745.6298627248, 'lat_direction': 'N', 'lond': 123.27371543833334, 'longitude': '12316.4229263', 'latd': 44.56624872, 'geo_sep_units': '', 'ref_station_id': '*0D\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195901.00', 'gps_qual': '2', 'latitude': '4433.9726904', 'age_gps_data': '1.35', 'lon_direction': 'W', 'antenna_altitude': '55.658', 'easting': 2279713.068375816, 'geo_sep': '', 'northing': 103741.4549406385, 'lat_direction': 'N', 'lond': 123.273699925, 'longitude': '12316.4219955', 'latd': 44.56621150666667, 'geo_sep_units': '', 'ref_station_id': '0375*1E\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195856.00', 'gps_qual': '1', 'latitude': '4433.9748010', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.272', 'easting': 2279712.0491595063, 'geo_sep': '', 'northing': 103745.40100065153, 'lat_direction': 'N', 'lond': 123.27371445333333, 'longitude': '12316.4228672', 'latd': 44.56624668333333, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195856.00', 'gps_qual': '1', 'latitude': '4433.9748010', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '59.272', 'easting': 2279712.0491595063, 'geo_sep': '', 'northing': 103745.40100065153, 'lat_direction': 'N', 'lond': 123.27371445333333, 'longitude': '12316.4228672', 'latd': 44.56624668333333, 'geo_sep_units': '', 'ref_station_id': '*0C\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195902.00', 'gps_qual': '2', 'latitude': '4433.9733818', 'age_gps_data': '0.06', 'lon_direction': 'W', 'antenna_altitude': '55.703', 'easting': 2279711.526538685, 'geo_sep': '', 'northing': 103742.78909688909, 'lat_direction': 'N', 'lond': 123.2737199, 'longitude': '12316.4231940', 'latd': 44.56622303, 'geo_sep_units': '', 'ref_station_id': '0375*12\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195902.00', 'gps_qual': '2', 'latitude': '4433.9733818', 'age_gps_data': '0.06', 'lon_direction': 'W', 'antenna_altitude': '55.703', 'easting': 2279711.526538685, 'geo_sep': '', 'northing': 103742.78909688909, 'lat_direction': 'N', 'lond': 123.2737199, 'longitude': '12316.4231940', 'latd': 44.56622303, 'geo_sep_units': '', 'ref_station_id': '0375*12\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '195857.00', 'gps_qual': '1', 'latitude': '4433.9752548', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '56.803', 'easting': 2279712.6781851295, 'geo_sep': '', 'northing': 103746.22031213064, 'lat_direction': 'N', 'lond': 123.27370689333333, 'longitude': '12316.4224136', 'latd': 44.56625424666667, 'geo_sep_units': '', 'ref_station_id': '*06\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195903.00', 'gps_qual': '2', 'latitude': '4433.9726791', 'age_gps_data': '1.30', 'lon_direction': 'W', 'antenna_altitude': '55.702', 'easting': 2279713.0839321692, 'geo_sep': '', 'northing': 103741.43346684612, 'lat_direction': 'N', 'lond': 123.27369972, 'longitude': '12316.4219832', 'latd': 44.56621131833333, 'geo_sep_units': '', 'ref_station_id': '0375*15\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195858.00', 'gps_qual': '1', 'latitude': '4433.9746364', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '62.115', 'easting': 2279713.4765565367, 'geo_sep': '', 'northing': 103745.04696353711, 'lat_direction': 'N', 'lond': 123.27369634166666, 'longitude': '12316.4217805', 'latd': 44.56624394, 'geo_sep_units': '', 'ref_station_id': '*04\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195858.00', 'gps_qual': '1', 'latitude': '4433.9746364', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '62.115', 'easting': 2279713.4765565367, 'geo_sep': '', 'northing': 103745.04696353711, 'lat_direction': 'N', 'lond': 123.27369634166666, 'longitude': '12316.4217805', 'latd': 44.56624394, 'geo_sep_units': '', 'ref_station_id': '*04\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195904.00', 'gps_qual': '2', 'latitude': '4433.9726763', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '55.729', 'easting': 2279713.0927515593, 'geo_sep': '', 'northing': 103741.4279753929, 'lat_direction': 'N', 'lond': 123.27369960666667, 'longitude': '12316.4219764', 'latd': 44.56621127166667, 'geo_sep_units': '', 'ref_station_id': '0375*1C\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195859.00', 'gps_qual': '1', 'latitude': '4433.9751525', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '61.935', 'easting': 2279712.947425182, 'geo_sep': '', 'northing': 103746.02149760723, 'lat_direction': 'N', 'lond': 123.27370342, 'longitude': '12316.4222052', 'latd': 44.566252541666664, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '18', 'horizontal_dil': '0.5', 'altitude_units': 'M'}
3{'timestamp': '195859.00', 'gps_qual': '1', 'latitude': '4433.9751525', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '61.935', 'easting': 2279712.947425182, 'geo_sep': '', 'northing': 103746.02149760723, 'lat_direction': 'N', 'lond': 123.27370342, 'longitude': '12316.4222052', 'latd': 44.566252541666664, 'geo_sep_units': '', 'ref_station_id': '*09\r\n', 'num_sats': '18', 'horizontal_dil': '0.5', 'altitude_units': 'M'}
2{'timestamp': '195905.00', 'gps_qual': '2', 'latitude': '4433.9726823', 'age_gps_data': '1.40', 'lon_direction': 'W', 'antenna_altitude': '55.702', 'easting': 2279713.087443451, 'geo_sep': '', 'northing': 103741.4392760219, 'lat_direction': 'N', 'lond': 123.27369967833333, 'longitude': '12316.4219807', 'latd': 44.56621137166667, 'geo_sep_units': '', 'ref_station_id': '0375*14\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195900.00', 'gps_qual': '1', 'latitude': '4433.9755843', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '63.274', 'easting': 2279713.1917374292, 'geo_sep': '', 'northing': 103746.81325509399, 'lat_direction': 'N', 'lond': 123.27370068833334, 'longitude': '12316.4220413', 'latd': 44.566259738333336, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
3{'timestamp': '195900.00', 'gps_qual': '1', 'latitude': '4433.9755843', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '63.274', 'easting': 2279713.1917374292, 'geo_sep': '', 'northing': 103746.81325509399, 'lat_direction': 'N', 'lond': 123.27370068833334, 'longitude': '12316.4220413', 'latd': 44.566259738333336, 'geo_sep_units': '', 'ref_station_id': '*0E\r\n', 'num_sats': '17', 'horizontal_dil': '0.6', 'altitude_units': 'M'}
2{'timestamp': '195906.00', 'gps_qual': '2', 'latitude': '4433.9726737', 'age_gps_data': '0.32', 'lon_direction': 'W', 'antenna_altitude': '55.749', 'easting': 2279713.0939094247, 'geo_sep': '', 'northing': 103741.423117687, 'lat_direction': 'N', 'lond': 123.27369959, 'longitude': '12316.4219754', 'latd': 44.56621122833333, 'geo_sep_units': '', 'ref_station_id': '0375*1F\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195901.00', 'gps_qual': '2', 'latitude': '4433.9729944', 'age_gps_data': '0.52', 'lon_direction': 'W', 'antenna_altitude': '53.782', 'easting': 2279713.1504177656, 'geo_sep': '', 'northing': 103742.01545112673, 'lat_direction': 'N', 'lond': 123.273699135, 'longitude': '12316.4219481', 'latd': 44.566216573333335, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195901.00', 'gps_qual': '2', 'latitude': '4433.9729944', 'age_gps_data': '0.52', 'lon_direction': 'W', 'antenna_altitude': '53.782', 'easting': 2279713.1504177656, 'geo_sep': '', 'northing': 103742.01545112673, 'lat_direction': 'N', 'lond': 123.273699135, 'longitude': '12316.4219481', 'latd': 44.566216573333335, 'geo_sep_units': '', 'ref_station_id': '0375*16\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '195907.00', 'gps_qual': '2', 'latitude': '4433.9726712', 'age_gps_data': '0.07', 'lon_direction': 'W', 'antenna_altitude': '55.737', 'easting': 2279713.088193294, 'geo_sep': '', 'northing': 103741.41868137475, 'lat_direction': 'N', 'lond': 123.27369966, 'longitude': '12316.4219796', 'latd': 44.56621118666666, 'geo_sep_units': '', 'ref_station_id': '0375*18\r\n', 'num_sats': '06', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '195902.00', 'gps_qual': '2', 'latitude': '4433.9729973', 'age_gps_data': '0.77', 'lon_direction': 'W', 'antenna_altitude': '53.812', 'easting': 2279713.147691197, 'geo_sep': '', 'northing': 103742.02091862727, 'lat_direction': 'N', 'lond': 123.27369917166666, 'longitude': '12316.4219503', 'latd': 44.56621662166667, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '195902.00', 'gps_qual': '2', 'latitude': '4433.9729973', 'age_gps_data': '0.77', 'lon_direction': 'W', 'antenna_altitude': '53.812', 'easting': 2279713.147691197, 'geo_sep': '', 'northing': 103742.02091862727, 'lat_direction': 'N', 'lond': 123.27369917166666, 'longitude': '12316.4219503', 'latd': 44.56621662166667, 'geo_sep_units': '', 'ref_station_id': '0375*1B\r\n', 'num_sats': '08', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
