2{'timestamp': '185853.00', 'gps_qual': '4', 'latitude': '4433.8951761', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.376', 'easting': 2279951.2649238054, 'geo_sep': '', 'northing': 103589.64047422726, 'lat_direction': 'N', 'lond': 123.27063754333334, 'longitude': '12316.2382526', 'latd': 44.564919601666666, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185854.00', 'gps_qual': '4', 'latitude': '4433.8949844', 'age_gps_data': '0.52', 'lon_direction': 'W', 'antenna_altitude': '47.325', 'easting': 2279952.1738139833, 'geo_sep': '', 'northing': 103589.254062769, 'lat_direction': 'N', 'lond': 123.27062594166667, 'longitude': '12316.2375565', 'latd': 44.56491640666667, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '185858.00', 'gps_qual': '4', 'latitude': '4433.8950828', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.360', 'easting': 2279951.72899151, 'geo_sep': '', 'northing': 103589.45166363567, 'lat_direction': 'N', 'lond': 123.27063162333333, 'longitude': '12316.2378974', 'latd': 44.56491804666667, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185858.00', 'gps_qual': '4', 'latitude': '4433.8951727', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.369', 'easting': 2279951.2621938754, 'geo_sep': '', 'northing': 103589.63426751178, 'lat_direction': 'N', 'lond': 123.270637575, 'longitude': '12316.2382545', 'latd': 44.564919545, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185855.00', 'gps_qual': '4', 'latitude': '4433.8949863', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.324', 'easting': 2279952.1724791373, 'geo_sep': '', 'northing': 103589.257629361, 'lat_direction': 'N', 'lond': 123.27062596, 'longitude': '12316.2375576', 'latd': 44.564916438333334, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '185859.00', 'gps_qual': '4', 'latitude': '4433.8951650', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '47.353', 'easting': 2279951.2552213734, 'geo_sep': '', 'northing': 103589.62023822777, 'lat_direction': 'N', 'lond': 123.27063765666666, 'longitude': '12316.2382594', 'latd': 44.56491941666667, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '185859.00', 'gps_qual': '4', 'latitude': '4433.8951650', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '47.353', 'easting': 2279951.2552213734, 'geo_sep': '', 'northing': 103589.62023822777, 'lat_direction': 'N', 'lond': 123.27063765666666, 'longitude': '12316.2382594', 'latd': 44.56491941666667, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185856.00', 'gps_qual': '4', 'latitude': '4433.8949878', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.324', 'easting': 2279952.173103653, 'geo_sep': '', 'northing': 103589.26038751192, 'lat_direction': 'N', 'lond': 123.27062595333334, 'longitude': '12316.2375572', 'latd': 44.56491646333333, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '185900.00', 'gps_qual': '4', 'latitude': '4433.8951722', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279951.2645438435, 'geo_sep': '', 'northing': 103589.63326036278, 'lat_direction': 'N', 'lond': 123.270637545, 'longitude': '12316.2382527', 'latd': 44.564919536666665, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '185900.00', 'gps_qual': '4', 'latitude': '4433.8951722', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279951.2645438435, 'geo_sep': '', 'northing': 103589.63326036278, 'lat_direction': 'N', 'lond': 123.270637545, 'longitude': '12316.2382527', 'latd': 44.564919536666665, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185857.00', 'gps_qual': '4', 'latitude': '4433.8949952', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.339', 'easting': 2279952.183100409, 'geo_sep': '', 'northing': 103589.27375712991, 'lat_direction': 'N', 'lond': 123.27062583333333, 'longitude': '12316.2375500', 'latd': 44.56491658666667, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185901.00', 'gps_qual': '4', 'latitude': '4433.8950815', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.349', 'easting': 2279951.7285120096, 'geo_sep': '', 'northing': 103589.4492711192, 'lat_direction': 'N', 'lond': 123.27063162833333, 'longitude': '12316.2378977', 'latd': 44.564918025, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185901.00', 'gps_qual': '4', 'latitude': '4433.8951725', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.366', 'easting': 2279951.2650921643, 'geo_sep': '', 'northing': 103589.63379746769, 'lat_direction': 'N', 'lond': 123.27063753833333, 'longitude': '12316.2382523', 'latd': 44.56491954166667, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185858.00', 'gps_qual': '4', 'latitude': '4433.8949934', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.337', 'easting': 2279952.1852355134, 'geo_sep': '', 'northing': 103589.27034838684, 'lat_direction': 'N', 'lond': 123.270625805, 'longitude': '12316.2375483', 'latd': 44.56491655666667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '185902.00', 'gps_qual': '4', 'latitude': '4433.8951736', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.365', 'easting': 2279951.2664851863, 'geo_sep': '', 'northing': 103589.63578803372, 'lat_direction': 'N', 'lond': 123.27063752166667, 'longitude': '12316.2382513', 'latd': 44.56491956, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
2{'timestamp': '185902.00', 'gps_qual': '4', 'latitude': '4433.8951736', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.365', 'easting': 2279951.2664851863, 'geo_sep': '', 'northing': 103589.63578803372, 'lat_direction': 'N', 'lond': 123.27063752166667, 'longitude': '12316.2382513', 'latd': 44.56491956, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185859.00', 'gps_qual': '4', 'latitude': '4433.8949890', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.331', 'easting': 2279952.1803250015, 'geo_sep': '', 'northing': 103589.26236342825, 'lat_direction': 'N', 'lond': 123.27062586333334, 'longitude': '12316.2375518', 'latd': 44.564916483333334, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185903.00', 'gps_qual': '4', 'latitude': '4433.8950781', 'age_gps_data': '0.50', 'lon_direction': 'W', 'antenna_altitude': '47.349', 'easting': 2279951.727105257, 'geo_sep': '', 'northing': 103589.44301900826, 'lat_direction': 'N', 'lond': 123.27063164333333, 'longitude': '12316.2378986', 'latd': 44.56491796833333, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185903.00', 'gps_qual': '4', 'latitude': '4433.8951705', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.365', 'easting': 2279951.2662883406, 'geo_sep': '', 'northing': 103589.63005032763, 'lat_direction': 'N', 'lond': 123.27063752166667, 'longitude': '12316.2382513', 'latd': 44.56491950833333, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185900.00', 'gps_qual': '4', 'latitude': '4433.8949912', 'age_gps_data': '0.43', 'lon_direction': 'W', 'antenna_altitude': '47.335', 'easting': 2279952.18152324, 'geo_sep': '', 'northing': 103589.26639903337, 'lat_direction': 'N', 'lond': 123.27062585, 'longitude': '12316.2375510', 'latd': 44.56491652, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185904.00', 'gps_qual': '4', 'latitude': '4433.8950774', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.347', 'easting': 2279951.7246790924, 'geo_sep': '', 'northing': 103589.44180510752, 'lat_direction': 'N', 'lond': 123.27063167333333, 'longitude': '12316.2379004', 'latd': 44.56491795666667, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185904.00', 'gps_qual': '4', 'latitude': '4433.8951722', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.361', 'easting': 2279951.2658670177, 'geo_sep': '', 'northing': 103589.63321496826, 'lat_direction': 'N', 'lond': 123.27063752833334, 'longitude': '12316.2382517', 'latd': 44.564919536666665, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185901.00', 'gps_qual': '4', 'latitude': '4433.8949917', 'age_gps_data': '0.66', 'lon_direction': 'W', 'antenna_altitude': '47.333', 'easting': 2279952.1832751166, 'geo_sep': '', 'northing': 103589.2672654558, 'lat_direction': 'N', 'lond': 123.27062582833334, 'longitude': '12316.2375497', 'latd': 44.564916528333335, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '10', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185905.00', 'gps_qual': '4', 'latitude': '4433.8950797', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.348', 'easting': 2279951.7232373264, 'geo_sep': '', 'northing': 103589.44611658808, 'lat_direction': 'N', 'lond': 123.27063169333333, 'longitude': '12316.2379016', 'latd': 44.564917995, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185905.00', 'gps_qual': '4', 'latitude': '4433.8951748', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '47.362', 'easting': 2279951.2637827164, 'geo_sep': '', 'northing': 103589.63810440898, 'lat_direction': 'N', 'lond': 123.27063755666667, 'longitude': '12316.2382534', 'latd': 44.56491958, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185902.00', 'gps_qual': '4', 'latitude': '4433.8949915', 'age_gps_data': '0.44', 'lon_direction': 'W', 'antenna_altitude': '47.333', 'easting': 2279952.1835270543, 'geo_sep': '', 'northing': 103589.26688620262, 'lat_direction': 'N', 'lond': 123.270625825, 'longitude': '12316.2375495', 'latd': 44.564916525, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185906.00', 'gps_qual': '4', 'latitude': '4433.8950786', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '47.353', 'easting': 2279951.723167478, 'geo_sep': '', 'northing': 103589.44408062845, 'lat_direction': 'N', 'lond': 123.27063169333333, 'longitude': '12316.2379016', 'latd': 44.56491797666666, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185906.00', 'gps_qual': '4', 'latitude': '4433.8951761', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.373', 'easting': 2279951.2649238054, 'geo_sep': '', 'northing': 103589.64047422726, 'lat_direction': 'N', 'lond': 123.27063754333334, 'longitude': '12316.2382526', 'latd': 44.564919601666666, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185903.00', 'gps_qual': '4', 'latitude': '4433.8949914', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.334', 'easting': 2279952.1811389867, 'geo_sep': '', 'northing': 103589.26678282581, 'lat_direction': 'N', 'lond': 123.270625855, 'longitude': '12316.2375513', 'latd': 44.56491652333333, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185907.00', 'gps_qual': '4', 'latitude': '4433.8950808', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.355', 'easting': 2279951.727805973, 'geo_sep': '', 'northing': 103589.44799820613, 'lat_direction': 'N', 'lond': 123.27063163666666, 'longitude': '12316.2378982', 'latd': 44.56491801333333, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185907.00', 'gps_qual': '4', 'latitude': '4433.8951775', 'age_gps_data': '0.41', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279951.2680560085, 'geo_sep': '', 'northing': 103589.642961042, 'lat_direction': 'N', 'lond': 123.270637505, 'longitude': '12316.2382503', 'latd': 44.564919625, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185904.00', 'gps_qual': '4', 'latitude': '4433.8949916', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.334', 'easting': 2279952.1819455926, 'geo_sep': '', 'northing': 103589.26712576207, 'lat_direction': 'N', 'lond': 123.270625845, 'longitude': '12316.2375507', 'latd': 44.564916526666664, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185908.00', 'gps_qual': '4', 'latitude': '4433.8950818', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '47.358', 'easting': 2279951.7278694715, 'geo_sep': '', 'northing': 103589.44984907843, 'lat_direction': 'N', 'lond': 123.27063163666666, 'longitude': '12316.2378982', 'latd': 44.56491803, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185908.00', 'gps_qual': '4', 'latitude': '4433.8951787', 'age_gps_data': '0.70', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279951.2664120784, 'geo_sep': '', 'northing': 103589.64524110127, 'lat_direction': 'N', 'lond': 123.27063752666666, 'longitude': '12316.2382516', 'latd': 44.564919645, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185905.00', 'gps_qual': '4', 'latitude': '4433.8949931', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.335', 'easting': 2279952.180056074, 'geo_sep': '', 'northing': 103589.26997016277, 'lat_direction': 'N', 'lond': 123.27062587, 'longitude': '12316.2375522', 'latd': 44.56491655166667, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185909.00', 'gps_qual': '4', 'latitude': '4433.8950854', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.363', 'easting': 2279951.7292889254, 'geo_sep': '', 'northing': 103589.45647136495, 'lat_direction': 'N', 'lond': 123.27063162166667, 'longitude': '12316.2378973', 'latd': 44.56491809, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185909.00', 'gps_qual': '4', 'latitude': '4433.8951804', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '47.368', 'easting': 2279951.2657261207, 'geo_sep': '', 'northing': 103589.64841482323, 'lat_direction': 'N', 'lond': 123.27063753666667, 'longitude': '12316.2382522', 'latd': 44.564919673333335, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185906.00', 'gps_qual': '4', 'latitude': '4433.8949931', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.339', 'easting': 2279952.1815115693, 'geo_sep': '', 'northing': 103589.26992022898, 'lat_direction': 'N', 'lond': 123.27062585166667, 'longitude': '12316.2375511', 'latd': 44.56491655166667, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185910.00', 'gps_qual': '4', 'latitude': '4433.8950841', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.370', 'easting': 2279951.7339698104, 'geo_sep': '', 'northing': 103589.45390180964, 'lat_direction': 'N', 'lond': 123.27063156166666, 'longitude': '12316.2378937', 'latd': 44.564918068333334, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185910.00', 'gps_qual': '4', 'latitude': '4433.8951714', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.355', 'easting': 2279951.258671071, 'geo_sep': '', 'northing': 103589.63197940215, 'lat_direction': 'N', 'lond': 123.27063761833334, 'longitude': '12316.2382571', 'latd': 44.56491952333333, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
1{'timestamp': '185907.00', 'gps_qual': '4', 'latitude': '4433.8949938', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.344', 'easting': 2279952.182746878, 'geo_sep': '', 'northing': 103589.27117498592, 'lat_direction': 'N', 'lond': 123.27062583666667, 'longitude': '12316.2375502', 'latd': 44.564916563333334, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '185911.00', 'gps_qual': '4', 'latitude': '4433.8950850', 'age_gps_data': '0.50', 'lon_direction': 'W', 'antenna_altitude': '47.367', 'easting': 2279951.7316452414, 'geo_sep': '', 'northing': 103589.455649307, 'lat_direction': 'N', 'lond': 123.27063159166667, 'longitude': '12316.2378955', 'latd': 44.56491808333333, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '185911.00', 'gps_qual': '4', 'latitude': '4433.8951787', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.370', 'easting': 2279951.2645596312, 'geo_sep': '', 'northing': 103589.6453046538, 'lat_direction': 'N', 'lond': 123.27063755, 'longitude': '12316.2382530', 'latd': 44.564919645, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
