1{'timestamp': '190821.00', 'gps_qual': '4', 'latitude': '4433.9142716', 'age_gps_data': '0.39', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.637548698, 'geo_sep': '', 'northing': 103627.58612896968, 'lat_direction': 'N', 'lond': 123.271592825, 'longitude': '12316.2955695', 'latd': 44.56523786, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190826.00', 'gps_qual': '4', 'latitude': '4433.9143642', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.368', 'easting': 2279876.1680163895, 'geo_sep': '', 'northing': 103627.77383556496, 'lat_direction': 'N', 'lond': 123.27159881333333, 'longitude': '12316.2959288', 'latd': 44.56523940333334, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190816.00', 'gps_qual': '4', 'latitude': '4433.9141868', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '47.369', 'easting': 2279877.106385643, 'geo_sep': '', 'northing': 103627.41290007904, 'lat_direction': 'N', 'lond': 123.27158685166667, 'longitude': '12316.2952111', 'latd': 44.56523644666667, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190825.00', 'gps_qual': '4', 'latitude': '4433.9142723', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.378', 'easting': 2279876.6379901147, 'geo_sep': '', 'northing': 103627.58741095848, 'lat_direction': 'N', 'lond': 123.27159282, 'longitude': '12316.2955692', 'latd': 44.56523787166667, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190827.00', 'gps_qual': '4', 'latitude': '4433.9143626', 'age_gps_data': '0.60', 'lon_direction': 'W', 'antenna_altitude': '47.370', 'easting': 2279876.1680470733, 'geo_sep': '', 'northing': 103627.77086962946, 'lat_direction': 'N', 'lond': 123.27159881166666, 'longitude': '12316.2959287', 'latd': 44.56523937666667, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190826.00', 'gps_qual': '4', 'latitude': '4433.9142718', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279876.6383553026, 'geo_sep': '', 'northing': 103627.58647189848, 'lat_direction': 'N', 'lond': 123.271592815, 'longitude': '12316.2955689', 'latd': 44.56523786333333, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190826.00', 'gps_qual': '4', 'latitude': '4433.9142718', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279876.6383553026, 'geo_sep': '', 'northing': 103627.58647189848, 'lat_direction': 'N', 'lond': 123.271592815, 'longitude': '12316.2955689', 'latd': 44.56523786333333, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190828.00', 'gps_qual': '4', 'latitude': '4433.9143650', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.376', 'easting': 2279876.168464156, 'geo_sep': '', 'northing': 103627.77530264016, 'lat_direction': 'N', 'lond': 123.27159880833334, 'longitude': '12316.2959285', 'latd': 44.565239416666664, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190818.00', 'gps_qual': '4', 'latitude': '4433.9141860', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '47.372', 'easting': 2279877.100909837, 'geo_sep': '', 'northing': 103627.41160556208, 'lat_direction': 'N', 'lond': 123.27158692, 'longitude': '12316.2952152', 'latd': 44.56523643333333, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190827.00', 'gps_qual': '4', 'latitude': '4433.9142724', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279876.6366732977, 'geo_sep': '', 'northing': 103627.58764145523, 'lat_direction': 'N', 'lond': 123.27159283666667, 'longitude': '12316.2955702', 'latd': 44.56523787333333, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190829.00', 'gps_qual': '4', 'latitude': '4433.9143655', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.369', 'easting': 2279876.1700837193, 'geo_sep': '', 'northing': 103627.77617358323, 'lat_direction': 'N', 'lond': 123.27159878833334, 'longitude': '12316.2959273', 'latd': 44.565239425, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190819.00', 'gps_qual': '4', 'latitude': '4433.9141877', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.377', 'easting': 2279877.106707446, 'geo_sep': '', 'northing': 103627.41455678083, 'lat_direction': 'N', 'lond': 123.27158684833333, 'longitude': '12316.2952109', 'latd': 44.565236461666665, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190828.00', 'gps_qual': '4', 'latitude': '4433.9142725', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.389', 'easting': 2279876.6360180657, 'geo_sep': '', 'northing': 103627.5878492482, 'lat_direction': 'N', 'lond': 123.271592845, 'longitude': '12316.2955707', 'latd': 44.565237875, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190830.00', 'gps_qual': '4', 'latitude': '4433.9143646', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.385', 'easting': 2279876.1675125305, 'geo_sep': '', 'northing': 103627.77459407877, 'lat_direction': 'N', 'lond': 123.27159882, 'longitude': '12316.2959292', 'latd': 44.56523941, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190829.00', 'gps_qual': '4', 'latitude': '4433.9142724', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279876.6364086657, 'geo_sep': '', 'northing': 103627.58765053656, 'lat_direction': 'N', 'lond': 123.27159284, 'longitude': '12316.2955704', 'latd': 44.56523787333333, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190829.00', 'gps_qual': '4', 'latitude': '4433.9142724', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279876.6364086657, 'geo_sep': '', 'northing': 103627.58765053656, 'lat_direction': 'N', 'lond': 123.27159284, 'longitude': '12316.2955704', 'latd': 44.56523787333333, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190831.00', 'gps_qual': '4', 'latitude': '4433.9143658', 'age_gps_data': '0.45', 'lon_direction': 'W', 'antenna_altitude': '47.389', 'easting': 2279876.166794855, 'geo_sep': '', 'northing': 103627.77684237063, 'lat_direction': 'N', 'lond': 123.27159883, 'longitude': '12316.2959298', 'latd': 44.56523943, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190821.00', 'gps_qual': '4', 'latitude': '4433.9141876', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.373', 'easting': 2279877.1025992716, 'geo_sep': '', 'northing': 103627.41451246571, 'lat_direction': 'N', 'lond': 123.2715869, 'longitude': '12316.2952140', 'latd': 44.56523646, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190830.00', 'gps_qual': '4', 'latitude': '4433.9142719', 'age_gps_data': '0.69', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.634524467, 'geo_sep': '', 'northing': 103627.58678867575, 'lat_direction': 'N', 'lond': 123.27159286333334, 'longitude': '12316.2955718', 'latd': 44.565237865, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190832.00', 'gps_qual': '4', 'latitude': '4433.9143640', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.383', 'easting': 2279876.169062219, 'geo_sep': '', 'northing': 103627.77342906408, 'lat_direction': 'N', 'lond': 123.2715988, 'longitude': '12316.2959280', 'latd': 44.5652394, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190822.00', 'gps_qual': '4', 'latitude': '4433.9141858', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.369', 'easting': 2279877.1016910337, 'geo_sep': '', 'northing': 103627.41120814253, 'lat_direction': 'N', 'lond': 123.27158691, 'longitude': '12316.2952146', 'latd': 44.56523643, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190831.00', 'gps_qual': '4', 'latitude': '4433.9142715', 'age_gps_data': '0.29', 'lon_direction': 'W', 'antenna_altitude': '47.392', 'easting': 2279876.6363514974, 'geo_sep': '', 'northing': 103627.58598475158, 'lat_direction': 'N', 'lond': 123.27159284, 'longitude': '12316.2955704', 'latd': 44.56523785833333, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190833.00', 'gps_qual': '4', 'latitude': '4433.9143635', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.169956678, 'geo_sep': '', 'northing': 103627.7724718405, 'lat_direction': 'N', 'lond': 123.27159878833334, 'longitude': '12316.2959273', 'latd': 44.565239391666665, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190823.00', 'gps_qual': '4', 'latitude': '4433.9141858', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.371', 'easting': 2279877.102220302, 'geo_sep': '', 'northing': 103627.41118997894, 'lat_direction': 'N', 'lond': 123.27158690333333, 'longitude': '12316.2952142', 'latd': 44.56523643, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190832.00', 'gps_qual': '4', 'latitude': '4433.9142719', 'age_gps_data': '0.64', 'lon_direction': 'W', 'antenna_altitude': '47.386', 'easting': 2279876.637170806, 'geo_sep': '', 'northing': 103627.58669785503, 'lat_direction': 'N', 'lond': 123.27159283, 'longitude': '12316.2955698', 'latd': 44.565237865, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190834.00', 'gps_qual': '4', 'latitude': '4433.9143642', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.388', 'easting': 2279876.169736507, 'geo_sep': '', 'northing': 103627.77377653122, 'lat_direction': 'N', 'lond': 123.27159879166666, 'longitude': '12316.2959275', 'latd': 44.56523940333334, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190824.00', 'gps_qual': '4', 'latitude': '4433.9141866', 'age_gps_data': '0.55', 'lon_direction': 'W', 'antenna_altitude': '47.369', 'easting': 2279877.100418682, 'geo_sep': '', 'northing': 103627.4127342496, 'lat_direction': 'N', 'lond': 123.27158692666667, 'longitude': '12316.2952156', 'latd': 44.56523644333333, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190833.00', 'gps_qual': '4', 'latitude': '4433.9142727', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.383', 'easting': 2279876.636692354, 'geo_sep': '', 'northing': 103627.58819671627, 'lat_direction': 'N', 'lond': 123.27159283666667, 'longitude': '12316.2955702', 'latd': 44.565237878333335, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190835.00', 'gps_qual': '4', 'latitude': '4433.9143637', 'age_gps_data': '0.54', 'lon_direction': 'W', 'antenna_altitude': '47.378', 'easting': 2279876.1691754814, 'geo_sep': '', 'northing': 103627.77286926005, 'lat_direction': 'N', 'lond': 123.27159879833333, 'longitude': '12316.2959279', 'latd': 44.565239395, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190825.00', 'gps_qual': '4', 'latitude': '4433.9141883', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.359', 'easting': 2279877.103040687, 'geo_sep': '', 'northing': 103627.41579445079, 'lat_direction': 'N', 'lond': 123.271586895, 'longitude': '12316.2952137', 'latd': 44.565236471666665, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190834.00', 'gps_qual': '4', 'latitude': '4433.9142728', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.6363017573, 'geo_sep': '', 'northing': 103627.58839542605, 'lat_direction': 'N', 'lond': 123.27159284166666, 'longitude': '12316.2955705', 'latd': 44.56523788, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190836.00', 'gps_qual': '4', 'latitude': '4433.9143634', 'age_gps_data': '0.72', 'lon_direction': 'W', 'antenna_altitude': '47.387', 'easting': 2279876.1707442263, 'geo_sep': '', 'northing': 103627.7722595064, 'lat_direction': 'N', 'lond': 123.27159877833333, 'longitude': '12316.2959267', 'latd': 44.56523939, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190826.00', 'gps_qual': '4', 'latitude': '4433.9141877', 'age_gps_data': '0.53', 'lon_direction': 'W', 'antenna_altitude': '47.368', 'easting': 2279877.1026056237, 'geo_sep': '', 'northing': 103627.41469755117, 'lat_direction': 'N', 'lond': 123.2715869, 'longitude': '12316.2952140', 'latd': 44.565236461666665, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190835.00', 'gps_qual': '4', 'latitude': '4433.9142736', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.374', 'easting': 2279876.635823305, 'geo_sep': '', 'northing': 103627.58989428729, 'lat_direction': 'N', 'lond': 123.27159284833333, 'longitude': '12316.2955709', 'latd': 44.56523789333333, 'geo_sep_units': '', 'ref_station_id': '0244*1F\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190837.00', 'gps_qual': '4', 'latitude': '4433.9143632', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.384', 'easting': 2279876.170466887, 'geo_sep': '', 'northing': 103627.77189841494, 'lat_direction': 'N', 'lond': 123.27159878166667, 'longitude': '12316.2959269', 'latd': 44.56523938666667, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190827.00', 'gps_qual': '4', 'latitude': '4433.9141878', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.370', 'easting': 2279877.10287661, 'geo_sep': '', 'northing': 103627.41487355717, 'lat_direction': 'N', 'lond': 123.27158689666666, 'longitude': '12316.2952138', 'latd': 44.565236463333335, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190836.00', 'gps_qual': '4', 'latitude': '4433.9142741', 'age_gps_data': '0.47', 'lon_direction': 'W', 'antenna_altitude': '47.379', 'easting': 2279876.637575183, 'geo_sep': '', 'northing': 103627.59076069202, 'lat_direction': 'N', 'lond': 123.27159282666666, 'longitude': '12316.2955696', 'latd': 44.56523790166667, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190838.00', 'gps_qual': '4', 'latitude': '4433.9143624', 'age_gps_data': '0.75', 'lon_direction': 'W', 'antenna_altitude': '47.390', 'easting': 2279876.170548387, 'geo_sep': '', 'northing': 103627.77041317616, 'lat_direction': 'N', 'lond': 123.27159878, 'longitude': '12316.2959268', 'latd': 44.565239373333334, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190828.00', 'gps_qual': '4', 'latitude': '4433.9141875', 'age_gps_data': '0.51', 'lon_direction': 'W', 'antenna_altitude': '47.375', 'easting': 2279877.103651454, 'geo_sep': '', 'northing': 103627.41429105029, 'lat_direction': 'N', 'lond': 123.27158688666667, 'longitude': '12316.2952132', 'latd': 44.56523645833333, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190837.00', 'gps_qual': '4', 'latitude': '4433.9142740', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.370', 'easting': 2279876.6380980993, 'geo_sep': '', 'northing': 103627.59055744112, 'lat_direction': 'N', 'lond': 123.27159282, 'longitude': '12316.2955692', 'latd': 44.5652379, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190839.00', 'gps_qual': '4', 'latitude': '4433.9143618', 'age_gps_data': '0.48', 'lon_direction': 'W', 'antenna_altitude': '47.391', 'easting': 2279876.17156881, 'geo_sep': '', 'northing': 103627.76926632505, 'lat_direction': 'N', 'lond': 123.27159876666667, 'longitude': '12316.2959260', 'latd': 44.56523936333333, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190829.00', 'gps_qual': '4', 'latitude': '4433.9141884', 'age_gps_data': '0.74', 'lon_direction': 'W', 'antenna_altitude': '47.367', 'easting': 2279877.103179355, 'geo_sep': '', 'northing': 103627.41597499885, 'lat_direction': 'N', 'lond': 123.27158689333334, 'longitude': '12316.2952136', 'latd': 44.565236473333336, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190838.00', 'gps_qual': '4', 'latitude': '4433.9142736', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279876.6374111073, 'geo_sep': '', 'northing': 103627.58983979467, 'lat_direction': 'N', 'lond': 123.27159282833334, 'longitude': '12316.2955697', 'latd': 44.56523789333333, 'geo_sep_units': '', 'ref_station_id': '0244*1B\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190840.00', 'gps_qual': '4', 'latitude': '4433.9143634', 'age_gps_data': '0.73', 'lon_direction': 'W', 'antenna_altitude': '47.396', 'easting': 2279876.1729936106, 'geo_sep': '', 'northing': 103627.77218230907, 'lat_direction': 'N', 'lond': 123.27159875, 'longitude': '12316.2959250', 'latd': 44.56523939, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
1{'timestamp': '190830.00', 'gps_qual': '4', 'latitude': '4433.9141871', 'age_gps_data': '0.49', 'lon_direction': 'W', 'antenna_altitude': '47.378', 'easting': 2279877.103229095, 'geo_sep': '', 'northing': 103627.41356432438, 'lat_direction': 'N', 'lond': 123.27158689166667, 'longitude': '12316.2952135', 'latd': 44.565236451666664, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
2{'timestamp': '190839.00', 'gps_qual': '4', 'latitude': '4433.9142729', 'age_gps_data': '0.71', 'lon_direction': 'W', 'antenna_altitude': '47.380', 'easting': 2279876.6393513945, 'geo_sep': '', 'northing': 103627.5884760702, 'lat_direction': 'N', 'lond': 123.27159280333333, 'longitude': '12316.2955682', 'latd': 44.56523788166667, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
3{'timestamp': '190841.00', 'gps_qual': '4', 'latitude': '4433.9143622', 'age_gps_data': '0.56', 'lon_direction': 'W', 'antenna_altitude': '47.395', 'easting': 2279876.17688689, 'geo_sep': '', 'northing': 103627.76982503198, 'lat_direction': 'N', 'lond': 123.2715987, 'longitude': '12316.2959220', 'latd': 44.56523937, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '0.8', 'altitude_units': 'M'}
