1{'timestamp': '183157.00', 'gps_qual': '1', 'latitude': '4433.9710056', 'age_gps_data': '', 'lon_direction': 'W', 'antenna_altitude': '49.983', 'easting': 2279804.8787471075, 'geo_sep': '', 'northing': 103735.18031818699, 'lat_direction': 'N', 'lond': 123.27254211, 'longitude': '12316.3525266', 'latd': 44.56618342666667, 'geo_sep_units': '', 'ref_station_id': '*04\r\n', 'num_sats': '16', 'horizontal_dil': '0.7', 'altitude_units': 'M'}
1{'timestamp': '183201.00', 'gps_qual': '2', 'latitude': '4433.9699573', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.897', 'easting': 2279806.0066723386, 'geo_sep': '', 'northing': 103733.19904055353, 'lat_direction': 'N', 'lond': 123.27252706333333, 'longitude': '12316.3516238', 'latd': 44.566165955, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '183203.00', 'gps_qual': '2', 'latitude': '4433.9700562', 'age_gps_data': '0.62', 'lon_direction': 'W', 'antenna_altitude': '48.746', 'easting': 2279805.6054275613, 'geo_sep': '', 'northing': 103733.3960825121, 'lat_direction': 'N', 'lond': 123.27253219666666, 'longitude': '12316.3519318', 'latd': 44.566167603333334, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '183202.00', 'gps_qual': '2', 'latitude': '4433.9699558', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '48.905', 'easting': 2279806.0071062846, 'geo_sep': '', 'northing': 103733.19624607638, 'lat_direction': 'N', 'lond': 123.27252705666666, 'longitude': '12316.3516234', 'latd': 44.56616593, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '183202.00', 'gps_qual': '2', 'latitude': '4433.9699558', 'age_gps_data': '0.14', 'lon_direction': 'W', 'antenna_altitude': '48.905', 'easting': 2279806.0071062846, 'geo_sep': '', 'northing': 103733.19624607638, 'lat_direction': 'N', 'lond': 123.27252705666666, 'longitude': '12316.3516234', 'latd': 44.56616593, 'geo_sep_units': '', 'ref_station_id': '0244*16\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '183204.00', 'gps_qual': '2', 'latitude': '4433.9700505', 'age_gps_data': '0.40', 'lon_direction': 'W', 'antenna_altitude': '48.763', 'easting': 2279805.606785461, 'geo_sep': '', 'northing': 103733.38547349628, 'lat_direction': 'N', 'lond': 123.272532175, 'longitude': '12316.3519305', 'latd': 44.566167508333336, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '183203.00', 'gps_qual': '2', 'latitude': '4433.9699511', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '48.909', 'easting': 2279806.007998468, 'geo_sep': '', 'northing': 103733.18750610016, 'lat_direction': 'N', 'lond': 123.27252704166666, 'longitude': '12316.3516225', 'latd': 44.56616585166667, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
1{'timestamp': '183203.00', 'gps_qual': '2', 'latitude': '4433.9699511', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '48.909', 'easting': 2279806.007998468, 'geo_sep': '', 'northing': 103733.18750610016, 'lat_direction': 'N', 'lond': 123.27252704166666, 'longitude': '12316.3516225', 'latd': 44.56616585166667, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
2{'timestamp': '183205.00', 'gps_qual': '2', 'latitude': '4433.9700437', 'age_gps_data': '0.22', 'lon_direction': 'W', 'antenna_altitude': '48.771', 'easting': 2279805.60595643, 'geo_sep': '', 'northing': 103733.37290119845, 'lat_direction': 'N', 'lond': 123.27253218, 'longitude': '12316.3519308', 'latd': 44.566167395, 'geo_sep_units': '', 'ref_station_id': '0244*11\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '183204.00', 'gps_qual': '2', 'latitude': '4433.9699468', 'age_gps_data': '0.18', 'lon_direction': 'W', 'antenna_altitude': '48.917', 'easting': 2279806.0081221834, 'geo_sep': '', 'northing': 103733.17953372747, 'lat_direction': 'N', 'lond': 123.27252703666667, 'longitude': '12316.3516222', 'latd': 44.56616578, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183204.00', 'gps_qual': '2', 'latitude': '4433.9699468', 'age_gps_data': '0.18', 'lon_direction': 'W', 'antenna_altitude': '48.917', 'easting': 2279806.0081221834, 'geo_sep': '', 'northing': 103733.17953372747, 'lat_direction': 'N', 'lond': 123.27252703666667, 'longitude': '12316.3516222', 'latd': 44.56616578, 'geo_sep_units': '', 'ref_station_id': '0244*1A\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183206.00', 'gps_qual': '2', 'latitude': '4433.9703777', 'age_gps_data': '0.80', 'lon_direction': 'W', 'antenna_altitude': '48.741', 'easting': 2279805.1612996766, 'geo_sep': '', 'northing': 103734.0070862053, 'lat_direction': 'N', 'lond': 123.27253804833333, 'longitude': '12316.3522829', 'latd': 44.566172961666666, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
3{'timestamp': '183205.00', 'gps_qual': '2', 'latitude': '4433.9699393', 'age_gps_data': '0.11', 'lon_direction': 'W', 'antenna_altitude': '48.923', 'easting': 2279806.009894967, 'geo_sep': '', 'northing': 103733.16557497252, 'lat_direction': 'N', 'lond': 123.27252700833333, 'longitude': '12316.3516205', 'latd': 44.566165655, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183205.00', 'gps_qual': '2', 'latitude': '4433.9699393', 'age_gps_data': '0.11', 'lon_direction': 'W', 'antenna_altitude': '48.923', 'easting': 2279806.009894967, 'geo_sep': '', 'northing': 103733.16557497252, 'lat_direction': 'N', 'lond': 123.27252700833333, 'longitude': '12316.3516205', 'latd': 44.566165655, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183207.00', 'gps_qual': '2', 'latitude': '4433.9700247', 'age_gps_data': '0.10', 'lon_direction': 'W', 'antenna_altitude': '48.790', 'easting': 2279805.602632099, 'geo_sep': '', 'northing': 103733.33780732844, 'lat_direction': 'N', 'lond': 123.27253220666667, 'longitude': '12316.3519324', 'latd': 44.566167078333336, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '183206.00', 'gps_qual': '2', 'latitude': '4433.9699344', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.931', 'easting': 2279806.0111713866, 'geo_sep': '', 'northing': 103733.15645119455, 'lat_direction': 'N', 'lond': 123.27252698833334, 'longitude': '12316.3516193', 'latd': 44.566165573333336, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183206.00', 'gps_qual': '2', 'latitude': '4433.9699344', 'age_gps_data': '0.59', 'lon_direction': 'W', 'antenna_altitude': '48.931', 'easting': 2279806.0111713866, 'geo_sep': '', 'northing': 103733.15645119455, 'lat_direction': 'N', 'lond': 123.27252698833334, 'longitude': '12316.3516193', 'latd': 44.566165573333336, 'geo_sep_units': '', 'ref_station_id': '0244*19\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183208.00', 'gps_qual': '2', 'latitude': '4433.9703637', 'age_gps_data': '0.98', 'lon_direction': 'W', 'antenna_altitude': '48.748', 'easting': 2279805.156705277, 'geo_sep': '', 'northing': 103733.98130120151, 'lat_direction': 'N', 'lond': 123.272538095, 'longitude': '12316.3522857', 'latd': 44.566172728333335, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
3{'timestamp': '183208.00', 'gps_qual': '2', 'latitude': '4433.9703637', 'age_gps_data': '0.98', 'lon_direction': 'W', 'antenna_altitude': '48.748', 'easting': 2279805.156705277, 'geo_sep': '', 'northing': 103733.98130120151, 'lat_direction': 'N', 'lond': 123.272538095, 'longitude': '12316.3522857', 'latd': 44.566172728333335, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
1{'timestamp': '183207.00', 'gps_qual': '2', 'latitude': '4433.9699284', 'age_gps_data': '1.59', 'lon_direction': 'W', 'antenna_altitude': '48.941', 'easting': 2279806.010657821, 'geo_sep': '', 'northing': 103733.14535051025, 'lat_direction': 'N', 'lond': 123.27252699, 'longitude': '12316.3516194', 'latd': 44.566165473333335, 'geo_sep_units': '', 'ref_station_id': '0244*14\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183209.00', 'gps_qual': '2', 'latitude': '4433.9700207', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '48.791', 'easting': 2279805.597349974, 'geo_sep': '', 'northing': 103733.33057645801, 'lat_direction': 'N', 'lond': 123.27253227, 'longitude': '12316.3519362', 'latd': 44.566167011666664, 'geo_sep_units': '', 'ref_station_id': '0244*1C\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '183208.00', 'gps_qual': '2', 'latitude': '4433.9699231', 'age_gps_data': '0.96', 'lon_direction': 'W', 'antenna_altitude': '48.933', 'easting': 2279806.008336331, 'geo_sep': '', 'northing': 103733.13560903072, 'lat_direction': 'N', 'lond': 123.272527015, 'longitude': '12316.3516209', 'latd': 44.566165385, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183208.00', 'gps_qual': '2', 'latitude': '4433.9699231', 'age_gps_data': '0.96', 'lon_direction': 'W', 'antenna_altitude': '48.933', 'easting': 2279806.008336331, 'geo_sep': '', 'northing': 103733.13560903072, 'lat_direction': 'N', 'lond': 123.272527015, 'longitude': '12316.3516209', 'latd': 44.566165385, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183210.00', 'gps_qual': '2', 'latitude': '4433.9700203', 'age_gps_data': '0.10', 'lon_direction': 'W', 'antenna_altitude': '48.800', 'easting': 2279805.598647703, 'geo_sep': '', 'northing': 103733.3297906844, 'lat_direction': 'N', 'lond': 123.27253225333334, 'longitude': '12316.3519352', 'latd': 44.566167005, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '09', 'horizontal_dil': '1.0', 'altitude_units': 'M'}
3{'timestamp': '183209.00', 'gps_qual': '2', 'latitude': '4433.9699191', 'age_gps_data': '0.12', 'lon_direction': 'W', 'antenna_altitude': '48.928', 'easting': 2279806.005171241, 'geo_sep': '', 'northing': 103733.12830548175, 'lat_direction': 'N', 'lond': 123.27252705166667, 'longitude': '12316.3516231', 'latd': 44.56616531833333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183209.00', 'gps_qual': '2', 'latitude': '4433.9699191', 'age_gps_data': '0.12', 'lon_direction': 'W', 'antenna_altitude': '48.928', 'easting': 2279806.005171241, 'geo_sep': '', 'northing': 103733.12830548175, 'lat_direction': 'N', 'lond': 123.27252705166667, 'longitude': '12316.3516231', 'latd': 44.56616531833333, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183211.00', 'gps_qual': '2', 'latitude': '4433.9703635', 'age_gps_data': '1.57', 'lon_direction': 'W', 'antenna_altitude': '48.736', 'easting': 2279805.1570895137, 'geo_sep': '', 'northing': 103733.98091739975, 'lat_direction': 'N', 'lond': 123.27253809, 'longitude': '12316.3522854', 'latd': 44.566172725, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
3{'timestamp': '183211.00', 'gps_qual': '2', 'latitude': '4433.9703635', 'age_gps_data': '1.57', 'lon_direction': 'W', 'antenna_altitude': '48.736', 'easting': 2279805.1570895137, 'geo_sep': '', 'northing': 103733.98091739975, 'lat_direction': 'N', 'lond': 123.27253809, 'longitude': '12316.3522854', 'latd': 44.566172725, 'geo_sep_units': '', 'ref_station_id': '0244*1E\r\n', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
1{'timestamp': '183210.00', 'gps_qual': '2', 'latitude': '4433.9699183', 'age_gps_data': '0.46', 'lon_direction': 'W', 'antenna_altitude': '48.934', 'easting': 2279806.0075020716, 'geo_sep': '', 'northing': 103733.12674301863, 'lat_direction': 'N', 'lond': 123.27252702166666, 'longitude': '12316.3516213', 'latd': 44.566165305, 'geo_sep_units': '', 'ref_station_id': '0244*17\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183212.00', 'gps_qual': '4', 'latitude': '4433.9702515', 'age_gps_data': '0.24', 'lon_direction': 'W', 'antenna_altitude': '48.327', 'easting': 2279805.530774288, 'geo_sep': '', 'northing': 103733.76054658182, 'lat_direction': 'N', 'lond': 123.27253329333334, 'longitude': '12316.3519976', 'latd': 44.56617085833334, 'geo_sep_units': '', 'ref_station_id': '0244*10\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183211.00', 'gps_qual': '4', 'latitude': '4433.9701235', 'age_gps_data': '0.50', 'lon_direction': 'W', 'antenna_altitude': '48.343', 'easting': 2279805.9685412124, 'geo_sep': '', 'northing': 103733.50832695235, 'lat_direction': 'N', 'lond': 123.27252767666667, 'longitude': '12316.3516606', 'latd': 44.566168725, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183211.00', 'gps_qual': '4', 'latitude': '4433.9701235', 'age_gps_data': '0.50', 'lon_direction': 'W', 'antenna_altitude': '48.343', 'easting': 2279805.9685412124, 'geo_sep': '', 'northing': 103733.50832695235, 'lat_direction': 'N', 'lond': 123.27252767666667, 'longitude': '12316.3516606', 'latd': 44.566168725, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183213.00', 'gps_qual': '4', 'latitude': '4433.9702514', 'age_gps_data': '0.61', 'lon_direction': 'W', 'antenna_altitude': '48.319', 'easting': 2279805.5303709884, 'geo_sep': '', 'northing': 103733.76037512161, 'lat_direction': 'N', 'lond': 123.27253329833333, 'longitude': '12316.3519979', 'latd': 44.566170856666666, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183212.00', 'gps_qual': '4', 'latitude': '4433.9701214', 'age_gps_data': '1.50', 'lon_direction': 'W', 'antenna_altitude': '48.343', 'easting': 2279805.967878518, 'geo_sep': '', 'northing': 103733.50445829425, 'lat_direction': 'N', 'lond': 123.27252768333334, 'longitude': '12316.3516610', 'latd': 44.56616869, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183212.00', 'gps_qual': '4', 'latitude': '4433.9701214', 'age_gps_data': '1.50', 'lon_direction': 'W', 'antenna_altitude': '48.343', 'easting': 2279805.967878518, 'geo_sep': '', 'northing': 103733.50445829425, 'lat_direction': 'N', 'lond': 123.27252768333334, 'longitude': '12316.3516610', 'latd': 44.56616869, 'geo_sep_units': '', 'ref_station_id': '0244*15\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183214.00', 'gps_qual': '4', 'latitude': '4433.9702532', 'age_gps_data': '0.42', 'lon_direction': 'W', 'antenna_altitude': '48.329', 'easting': 2279805.5306176785, 'geo_sep': '', 'northing': 103733.76370214764, 'lat_direction': 'N', 'lond': 123.27253329666667, 'longitude': '12316.3519978', 'latd': 44.56617088666667, 'geo_sep_units': '', 'ref_station_id': '0244*13\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
3{'timestamp': '183214.00', 'gps_qual': '2', 'latitude': '4433.9703673', 'age_gps_data': '0.34', 'lon_direction': 'W', 'antenna_altitude': '48.750', 'easting': 2279805.156272458, 'geo_sep': '', 'northing': 103733.98798704706, 'lat_direction': 'N', 'lond': 123.27253810333333, 'longitude': '12316.3522862', 'latd': 44.56617278833333, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '08', 'horizontal_dil': '1.2', 'altitude_units': 'M'}
1{'timestamp': '183213.00', 'gps_qual': '4', 'latitude': '4433.9701213', 'age_gps_data': '0.91', 'lon_direction': 'W', 'antenna_altitude': '48.350', 'easting': 2279805.96721059, 'geo_sep': '', 'northing': 103733.50429591909, 'lat_direction': 'N', 'lond': 123.27252769166667, 'longitude': '12316.3516615', 'latd': 44.566168688333335, 'geo_sep_units': '', 'ref_station_id': '0244*18\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
2{'timestamp': '183215.00', 'gps_qual': '2', 'latitude': '4433.9703698', 'age_gps_data': '0.56', 'lon_direction': 'W', 'antenna_altitude': '48.764', 'easting': 2279805.158151402, 'geo_sep': '', 'northing': 103733.99255517311, 'lat_direction': 'N', 'lond': 123.27253808166667, 'longitude': '12316.3522849', 'latd': 44.56617283, 'geo_sep_units': '', 'ref_station_id': '0244*1D\r\n', 'num_sats': '09', 'horizontal_dil': '0.9', 'altitude_units': 'M'}
3{'timestamp': '183214.00', 'gps_qual': '4', 'latitude': '4433.9701193', 'age_gps_data': '0.88', 'lon_direction': 'W', 'antenna_altitude': '48.341', 'easting': 2279805.965363416, 'geo_sep': '', 'northing': 103733.50065322872, 'lat_direction': 'N', 'lond': 123.27252771333333, 'longitude': '12316.3516628', 'latd': 44.566168655, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
1{'timestamp': '183214.00', 'gps_qual': '4', 'latitude': '4433.9701193', 'age_gps_data': '0.88', 'lon_direction': 'W', 'antenna_altitude': '48.341', 'easting': 2279805.965363416, 'geo_sep': '', 'northing': 103733.50065322872, 'lat_direction': 'N', 'lond': 123.27252771333333, 'longitude': '12316.3516628', 'latd': 44.566168655, 'geo_sep_units': '', 'ref_station_id': '0244*12\r\n', 'num_sats': '08', 'horizontal_dil': '1.1', 'altitude_units': 'M'}
